Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+32 Quarters
Revenue,19.86,21.59,20.8,19.3,19.25,16.74,18.54,18.03,16.71,17.37,11.84,10.71,11.98,16,16.64,17.31,16.1,14.97,13.09,15.5,15.42,16.18,13.13,13.62,12.36,13.37,11.74,14.39,12.44,12.07,13.74,12.71,11.17,11.56,9.07,9.84,8.81,8.7,11.36,7.4,Upgrade
Revenue Growth (YoY),3.17%,28.98%,12.17%,7.05%,15.19%,-3.63%,56.57%,68.36%,39.44%,8.60%,-28.83%,-38.15%,-25.59%,6.89%,27.08%,11.65%,4.44%,-7.53%,-0.31%,13.83%,24.71%,21.01%,11.82%,-5.37%,-0.62%,10.82%,-14.53%,13.28%,11.35%,4.38%,51.47%,29.17%,26.81%,32.96%,-20.14%,32.97%,-15.89%,21.05%,62.88%,25.28%,Upgrade
Cost of Revenue,4.31,6.98,2.76,5.82,7.13,2.54,10,14.32,8.12,6.08,2.37,1.37,-7.35,5.03,4.14,3.52,5.88,4.05,9.84,9.74,7.18,4.53,2.92,3.14,2.79,3.08,1.92,3.37,3.12,2.81,3.15,2.9,2.49,2.52,2.19,2.5,2.06,1.83,2.78,1.2,Upgrade
Gross Profit,15.55,14.62,18.04,13.48,12.12,14.21,8.54,3.71,8.59,11.29,9.47,9.34,19.33,10.97,12.5,13.79,10.23,10.92,3.26,5.77,8.24,11.66,10.21,10.48,9.58,10.29,9.82,11.02,9.33,9.26,10.59,9.81,8.69,9.04,6.88,7.34,6.75,6.86,8.58,6.2,Upgrade
"Selling, General & Admin",1.29,1.52,2.32,1.87,1.16,1.44,2.04,1.75,1.49,1.2,1.42,1.77,1.38,1.39,2.25,1.42,1.19,0.67,2.91,1.35,0.86,0.48,1.09,1.7,0.87,1.46,1.16,0.69,0.85,1.1,0.93,1.35,0.85,0.67,0.96,0.77,0.53,1.09,0.78,0.73,Upgrade
Operating Expenses,1.29,1.52,2.32,1.87,1.16,1.44,2.04,1.75,1.49,1.2,1.42,1.77,1.38,1.39,2.25,1.42,1.19,0.67,2.91,1.35,0.86,0.48,1.09,1.7,0.87,1.46,1.16,0.69,0.85,1.1,0.93,1.35,0.85,0.67,0.96,0.77,0.53,1.09,0.78,0.73,Upgrade
Operating Income,14.26,13.1,15.72,11.6,10.96,12.76,6.5,1.96,7.1,10.09,8.05,7.57,17.96,9.58,10.25,12.38,9.04,10.24,0.35,4.42,7.38,11.18,9.12,8.78,8.7,8.83,8.66,10.33,8.48,8.16,9.65,8.45,7.83,8.37,5.92,6.56,6.23,5.77,7.79,5.47,Upgrade
Interest Expense / Income,4.16,4.07,3.86,3.78,3.78,3.92,3.08,2.3,1.38,1.09,1.06,0.92,0.73,0.96,1.21,1.06,1.12,1.76,1.53,1.74,1.52,1.04,0.75,0.73,0.79,0.83,0.95,0.97,1.04,0.97,1.08,1.06,1.04,1.04,0.72,0.74,0.61,0.4,0.6,0.48,Upgrade
Other Expense / Income,5.44,-6.76,8.79,-4.22,-9.52,-1.5,-24.72,-47.48,-14.79,-6.27,0.36,6.61,54.83,-4.7,-1.96,5.27,5.51,-8.01,-31.54,-29.65,-15.98,-7,-5.19,-0.09,-1.46,-2.95,7.81,-15.18,-15.17,13.4,8.68,-1.17,-22.36,-0.26,2.5,-4.94,4.68,16.06,-7.74,11.51,Upgrade
Pretax Income,4.66,15.78,3.08,12.04,16.7,10.35,28.14,47.14,20.51,15.27,6.63,0.04,-37.6,13.32,11,6.05,2.41,16.49,30.36,32.33,21.85,17.14,13.56,8.14,9.38,10.96,-0.1,24.53,22.62,-6.21,-0.11,8.56,29.16,7.59,2.7,10.77,0.94,-10.69,14.94,-6.52,Upgrade
