Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,198.58,212.5,205.41,187.28,170.78,171.76,161.65,169.58,165.38,156.27,134.98,125.08,121.1,154.86,159.39,156.17,156.24,156.24,154.42,147.8,143.65,143.51,146.16,123.5,121.33,117.86,112.64,115.98,120.41,111.77,108.05,102.52,101.48,97.72,100.83,98.34,97.22,90.31,102.33,100.36,Upgrade
Revenue Growth (YoY),16.28%,23.72%,27.07%,10.44%,3.27%,9.91%,19.76%,35.58%,36.56%,0.91%,-15.31%,-19.91%,-22.49%,-0.88%,3.22%,5.67%,8.76%,8.87%,5.65%,19.67%,18.40%,21.76%,29.76%,6.48%,0.77%,5.46%,4.24%,13.13%,18.66%,14.37%,7.16%,4.26%,4.38%,8.21%,-1.46%,-2.01%,2.32%,-3.17%,6.55%,6.79%,Upgrade
Gross Profit,198.58,212.5,205.41,187.28,170.78,171.76,161.65,169.58,165.38,156.27,134.98,125.08,121.1,154.86,159.39,156.17,156.24,156.24,154.42,147.8,143.65,143.51,146.16,123.5,121.33,117.86,112.64,115.98,120.41,111.77,108.05,102.52,101.48,97.72,100.83,98.34,97.22,90.31,102.33,100.36,Upgrade
"Selling, General & Admin",56.2,54.26,52.5,55.6,51.69,51.12,48.93,48.56,48.63,47.26,48.01,41.86,45.74,48.07,48.62,48.45,47.96,48.86,45.02,47.51,45.82,45.44,42.91,40.6,38.42,39.66,36.47,34.04,39.04,35.06,34.26,36.4,33.33,27.87,35.67,36.6,35.34,34.03,35.92,35.49,Upgrade
Other Operating Expenses,26.99,26.96,22.89,18.52,21.01,22.08,23.29,21.14,22.77,27.09,27.99,25.41,19.41,23.12,16.96,21.09,23.01,25.53,20.94,15.58,15.15,20.97,18.34,16.06,13.47,13.84,14.27,34.84,12.53,18.48,23.21,11.18,10.8,13.25,6.42,6.47,9.36,6.29,7.89,8.18,Upgrade
Operating Expenses,83.19,81.22,75.39,74.12,72.7,73.2,72.22,69.71,71.4,74.35,76,67.27,65.15,71.19,65.58,69.55,70.97,74.4,65.96,63.09,60.97,66.41,61.25,56.66,51.89,53.5,50.74,68.88,51.57,53.53,57.47,47.59,44.13,41.13,42.08,43.07,44.69,40.32,43.81,43.67,Upgrade
Operating Income,115.39,131.28,130.02,113.16,98.08,98.56,89.44,99.88,93.97,81.92,58.98,57.81,55.94,83.67,93.81,86.63,85.27,81.84,88.46,84.71,82.68,77.11,84.91,66.85,69.45,64.36,61.9,47.1,68.84,58.23,50.58,54.94,57.34,56.6,58.75,55.27,52.53,49.99,58.52,56.69,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,0.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53,-0.56,3.38,0.14,7.01,10.2,Upgrade
Pretax Income,115.39,131.28,130.02,113.16,98.08,98.56,89.44,99.88,93.97,81.23,58.98,57.81,55.94,83.67,93.81,86.63,85.27,81.84,88.46,84.71,82.68,77.11,84.91,66.85,69.45,64.36,61.9,47.1,68.84,58.23,50.58,54.94,57.34,56.6,58.22,55.83,49.15,49.85,51.51,46.49,Upgrade
Income Tax,19.39,33.68,30.98,24.18,23.06,23.23,17.04,22.68,20.59,10.33,2.19,3.49,9.09,16.29,20.97,14.38,18.59,17.19,18.7,11.05,18.87,51.17,35.16,15.43,20.51,16.35,15.81,12.27,22.68,16.79,12.1,9.74,21.36,21.02,22.31,20.74,17.89,17.95,19.03,16.57,Upgrade
