Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,187.97,179.64,177.12,164.78,155.43,150.67,155.96,175.3,182.79,183,181.15,150.08,148.64,149.51,153.9,154.77,144.61,146.79,145.87,149.83,144.78,143.84,146.37,151.84,142.47,137.59,137.31,137.4,134.46,135.05,139.81,140.63,137.62,141.16,144.92,145.29,139.72,138.34,145.89,149.34,Upgrade
Revenue Growth (YoY),20.94%,19.23%,13.57%,-6.00%,-14.97%,-17.66%,-13.91%,16.80%,22.98%,22.40%,17.70%,-3.03%,2.78%,1.85%,5.51%,3.30%,-0.11%,2.06%,-0.34%,-1.32%,1.62%,4.54%,6.60%,10.51%,5.95%,1.88%,-1.79%,-2.30%,-2.30%,-4.33%,-3.53%,-3.21%,-1.50%,2.04%,-0.67%,-2.71%,2.62%,11.85%,17.01%,16.78%,Upgrade
Gross Profit,187.97,179.64,177.12,164.78,155.43,150.67,155.96,175.3,182.79,183,181.15,150.08,148.64,149.51,153.9,154.77,144.61,146.79,145.87,149.83,144.78,143.84,146.37,151.84,142.47,137.59,137.31,137.4,134.46,135.05,139.81,140.63,137.62,141.16,144.92,145.29,139.72,138.34,145.89,149.34,Upgrade
"Selling, General & Admin",88.09,87.64,86.17,84.62,82.73,81.66,87.42,82.26,84.2,82.49,80.17,78.31,81.05,74.66,75.3,74.31,73.33,71.81,73.96,72.73,71.08,71.43,70.87,69.56,67.63,60.38,69.75,78.84,69.48,69.78,70.73,69.54,69.33,69.7,69.17,68.68,69.47,69.75,68.96,68.3,Upgrade
Other Operating Expenses,40.24,143.59,40.52,39.15,38.79,37.81,42.18,36.42,37.35,37.41,36.79,34.1,42.76,35.37,31.56,31.79,32.69,32.12,31.27,31.07,31.39,31.52,32.22,52.52,34.43,39.89,28.16,31.34,29.46,28.85,32.83,30.73,29.88,34.73,31.03,34.08,32.15,35.12,32.57,38.89,Upgrade
Operating Expenses,128.33,231.23,126.7,123.77,121.52,119.47,129.6,118.68,121.55,119.89,116.96,112.42,123.81,110.03,106.85,106.1,106.02,103.93,105.22,103.8,102.47,102.95,103.09,122.08,102.06,100.27,97.91,110.18,98.94,98.62,103.56,100.27,99.22,104.43,100.19,102.76,101.62,104.87,101.52,107.2,Upgrade
Operating Income,59.64,-51.59,50.42,41.01,33.91,31.2,26.36,56.62,61.24,63.1,64.19,37.67,24.83,39.48,47.05,48.67,38.59,42.87,40.65,46.03,42.31,40.89,43.29,29.76,40.41,37.33,39.4,27.22,35.52,36.43,36.25,40.37,38.41,36.73,44.73,42.53,38.11,33.48,44.37,42.15,Upgrade
Pretax Income,59.64,-51.59,50.42,41.01,33.91,31.2,26.36,56.62,61.24,63.1,64.19,37.67,24.83,39.48,47.05,48.67,38.59,42.87,40.65,46.03,42.31,40.89,43.29,29.76,40.41,37.33,39.4,27.22,35.52,36.43,36.25,40.37,38.41,36.73,44.73,42.53,38.11,33.48,44.37,42.15,Upgrade
Income Tax,9.34,-17.53,7.97,6.73,4.7,4.98,5.16,8.64,9.28,11.88,9.75,5.52,2.61,5.54,6.02,6.53,5.25,6.18,4.39,6.22,5.48,25.12,8.71,5.73,9.16,8.4,8.42,5.72,8.52,8.57,7.82,9.77,9.26,8.66,11.14,9.64,9.1,5.44,11.34,11.02,Upgrade
Net Income,50.3,-34.06,42.46,34.28,29.21,26.22,21.2,47.98,51.96,51.22,54.44,32.15,22.22,33.95,41.04,42.14,33.34,36.69,36.25,39.81,36.83,15.77,34.58,24.04,31.25,28.92,30.98,21.5,27,27.86,28.43,30.6,29.15,28.07,33.59,32.9,29,28.04,33.03,31.12,Upgrade
