Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Revenue,272.68,294.71,273.08,255.83,283.07,313.07,309.7,281.63,220.02,229.6,226.9,221.74,196.7,249.47,241.87,239.62,268.88,179.48,249.33,256.19,201.03,209.12,228.46,205.58,223,237.67,224.35,214.8,193.39,185.9,174.93,203.42,207.83,218,203.83,222.45,208.05,192.91,181.49,170.81,Upgrade
Revenue Growth (YoY),-3.67%,-5.86%,-11.82%,-9.16%,28.66%,36.35%,36.49%,27.01%,11.85%,-7.96%,-6.19%,-7.46%,-26.84%,38.99%,-2.99%,-6.47%,33.75%,-14.17%,9.14%,24.62%,-9.85%,-12.01%,1.83%,-4.29%,15.31%,27.85%,28.25%,5.60%,-6.95%,-14.73%,-14.18%,-8.56%,-0.10%,13.00%,12.31%,30.23%,6.71%,-1.28%,3.12%,4.23%,Upgrade
Cost of Revenue,205.3,191.6,198.07,177.67,209.42,197.22,223.39,181.85,149.79,140.04,145.58,211,164.83,264.11,161.61,168.44,159.76,154.09,147.61,161.73,129.79,105.1,129.36,115.55,119.15,107.29,118.08,106.9,110.96,92.83,108.81,103.94,105.14,75.44,99.22,98.91,89.51,34.89,61.64,70.61,Upgrade
Gross Profit,67.38,103.11,75.01,78.16,73.65,115.85,86.31,99.78,70.23,89.57,81.32,10.74,31.87,-14.64,80.26,71.18,109.12,25.39,101.72,94.47,71.25,104.02,99.1,90.03,103.85,130.38,106.27,107.9,82.43,93.07,66.13,99.48,102.69,142.56,104.61,123.53,118.54,158.02,119.85,100.2,Upgrade
"Selling, General & Admin",67.79,77.55,80.68,77.33,71.78,67.8,66.81,77.19,56.45,57.7,59.43,58.69,62.06,66.49,61.86,62.71,61.39,59.38,61.84,59.61,57.36,63.65,57.11,57.89,57.11,60.88,55.81,54.03,56.89,59.16,53.03,53.53,51.36,52.46,54.19,52.16,52.52,42.23,33.35,34.96,Upgrade
Other Operating Expenses,2.47,5.31,0.62,-0.51,3.01,4.78,1.75,3.37,2.1,6.49,165.84,5.12,-0.29,4.26,3.62,-7.03,4.79,-0.3,5.26,2.79,1.75,1.7,2.89,8.81,2.38,2.25,3.2,1.52,1.18,-0.63,-1.93,1.23,2.18,-0.51,-0.48,1.79,1.05,3.67,-0.49,0,Upgrade
Operating Expenses,70.26,82.86,81.3,76.83,74.79,72.58,68.56,80.56,58.55,64.19,225.27,63.81,61.77,70.75,65.48,55.68,66.18,59.08,67.1,62.4,59.11,65.34,60,66.7,59.48,63.12,59.01,55.56,58.07,58.53,51.09,54.76,53.54,51.94,53.7,53.95,53.56,45.9,32.85,34.96,Upgrade
Operating Income,-2.88,20.25,-6.29,1.33,-1.14,43.27,17.74,19.22,11.68,25.38,-143.96,-53.07,-29.9,-85.39,14.78,15.51,42.94,-33.69,34.62,32.07,12.14,38.68,39.1,23.33,44.36,67.26,47.26,52.35,24.37,34.54,15.04,44.72,49.15,90.61,50.91,69.59,64.98,112.13,87,65.24,Upgrade
Interest Expense / Income,5.46,5.5,5.51,4.92,4.44,5.52,5.81,5.18,3.21,3.78,3.88,3.71,4.13,3.79,4.27,4.25,4.33,4.86,3.6,3.96,3.71,4.44,4.12,4.15,4.13,3.75,3.75,3.85,3.69,3.62,3.64,3.71,3.63,3.39,3.61,3.52,3.57,1.67,0.32,0.39,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-74.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,-8.35,14.75,-11.8,-3.59,-5.58,37.76,11.93,88.45,8.47,21.6,-147.84,-56.79,-34.03,-89.18,10.5,11.26,38.61,-38.54,31.02,28.11,8.43,34.23,34.97,19.19,40.23,63.51,43.51,48.49,20.68,30.92,11.4,41.01,45.52,87.23,47.3,66.07,61.41,110.46,86.67,64.85,Upgrade
Income Tax,-2.17,0.81,-2.67,-1.93,-2.02,5.62,-0.27,-3.6,0.74,7.29,2.14,-38.69,-12.08,-29.8,-6.69,-0.28,6.96,-14.09,-0.21,-0.31,-3.42,16.89,6.02,-0.33,-1.22,8.66,9.68,5.41,1.36,-4.03,1.12,7.85,7.71,22.11,12.53,16.13,14.68,39.59,23.32,14.39,Upgrade
Net Income,-6.17,13.94,-9.13,-1.66,-3.56,32.14,12.2,92.05,7.74,14.31,-149.98,-18.1,-21.95,-59.37,17.19,11.54,31.65,-24.45,31.23,28.42,11.86,17.34,28.95,19.52,41.46,54.85,33.83,43.08,19.32,34.95,10.28,33.16,37.81,65.11,34.78,49.94,46.73,70.87,63.36,50.45,Upgrade
Net Income Growth,-,-56.62%,-,-,-,124.68%,-,-,-,-,-,-,-,-,-44.94%,-59.41%,166.95%,-,7.87%,45.62%,-71.40%,-68.38%,-14.44%,-54.69%,114.60%,56.94%,229.25%,29.93%,-48.92%,-46.33%,-70.45%,-33.61%,-19.08%,-8.12%,-45.11%,-1.01%,-58.59%,-30.02%,5.41%,-13.69%,Upgrade
Shares Outstanding (Basic),54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,54,55,57,58,59,60,61,62,62,62,Upgrade
Shares Outstanding (Diluted),54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,54,56,57,58,59,60,61,62,62,62,Upgrade
Shares Change,-0.05%,0.00%,0.09%,0.26%,0.27%,0.32%,0.30%,0.30%,0.21%,0.12%,0.12%,0.11%,0.14%,0.15%,0.15%,0.16%,0.23%,0.20%,0.30%,0.25%,0.27%,0.28%,0.30%,0.34%,0.35%,0.24%,-1.43%,-3.98%,-6.10%,-7.86%,-7.97%,-6.86%,-7.62%,-6.46%,-5.12%,-3.71%,-0.75%,0.06%,0.38%,0.35%,Upgrade
EPS (Basic),-0.11,0.26,-0.17,-0.03,-0.07,0.59,0.23,1.71,0.14,0.27,-2.78,-0.34,-0.41,-1.10,0.32,0.21,0.59,-0.45,0.58,0.53,0.22,0.33,0.54,0.37,0.78,1.03,0.64,0.81,0.36,0.65,0.19,0.60,0.67,1.12,0.59,0.84,0.76,1.15,1.02,0.82,Upgrade
EPS (Diluted),-0.11,0.26,-0.17,-0.03,-0.07,0.60,0.23,1.70,0.14,0.27,-2.78,-0.34,-0.41,-1.10,0.32,0.21,0.59,-0.45,0.58,0.53,0.22,0.32,0.54,0.36,0.77,1.03,0.63,0.81,0.36,0.65,0.19,0.60,0.67,1.11,0.59,0.84,0.76,1.15,1.02,0.81,Upgrade
