Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Revenue,105.09,100.19,84.23,72.12,65.16,72.47,70.19,69.56,68.76,75.33,70.34,67.97,73.62,70.58,69.24,69.26,58.8,56.89,52.6,49.56,48.7,50.2,45.87,48.45,46.37,47.47,45.1,43.54,38.94,39.38,47.13,38.13,32.49,36.88,37.02,34,35.77,33.21,41.02,34.53,Upgrade
Revenue Growth (YoY),61.29%,38.26%,20.00%,3.67%,-5.24%,-3.81%,-0.21%,2.34%,-6.60%,6.74%,1.59%,-1.87%,25.21%,24.06%,31.63%,39.75%,20.73%,13.33%,14.69%,2.29%,5.04%,5.74%,1.69%,11.29%,19.07%,20.55%,-4.31%,14.20%,19.83%,6.79%,27.32%,12.13%,-9.16%,11.04%,-9.76%,-1.52%,15.55%,21.23%,71.63%,44.71%,Upgrade
Gross Profit,105.09,100.19,84.23,72.12,65.16,72.47,70.19,69.56,68.76,75.33,70.34,67.97,73.62,70.58,69.24,69.26,58.8,56.89,52.6,49.56,48.7,50.2,45.87,48.45,46.37,47.47,45.1,43.54,38.94,39.38,47.13,38.13,32.49,36.88,37.02,34,35.77,33.21,41.02,34.53,Upgrade
"Selling, General & Admin",18.74,17.94,15.33,15.38,12.15,14.28,12.98,12.42,13.4,8.12,12.47,13.04,14.27,10.49,13.93,14.99,10.78,10.11,9.02,10.69,9.77,10.59,9.56,10.67,9.41,10.87,9.74,9.73,8.27,7.56,12.47,9.93,7.41,8.45,6.32,5.36,6.68,3.71,9.21,6.57,Upgrade
Other Operating Expenses,2.84,2.91,2.79,2.08,4.86,3.34,3.66,3.94,4.61,5.58,4.35,4.17,4.23,3.1,2.58,5.5,6.43,4.5,4.83,6.22,3.48,4.85,3.15,3.26,4.67,2.77,2.87,2.88,3.56,4.09,3.25,3.85,4.23,4.1,4.19,3.56,3.64,3.09,2.67,2.78,Upgrade
Operating Expenses,21.58,20.85,18.13,17.47,17.01,17.62,16.64,16.36,18.01,13.7,16.82,17.21,18.51,13.58,16.51,20.48,17.21,14.61,13.85,16.91,13.25,15.43,12.71,13.92,14.08,13.65,12.61,12.61,11.82,11.65,15.72,13.77,11.65,12.55,10.51,8.92,10.32,6.8,11.87,9.35,Upgrade
Operating Income,83.51,79.33,66.1,54.65,48.15,54.84,53.55,53.2,50.75,61.64,53.52,50.76,55.11,56.99,52.73,48.78,41.59,42.28,38.75,32.65,35.45,34.77,33.16,34.53,32.29,33.83,32.49,30.93,27.12,27.73,31.41,24.35,20.85,24.32,26.51,25.09,25.45,26.41,29.15,25.18,Upgrade
Interest Expense / Income,16.63,15.91,14.5,12.7,11.65,12.14,13.07,14.49,14.75,15.19,14.81,15.08,14.53,14.67,13.86,13.52,12.56,10.72,9.45,9.88,9.39,9.81,9.19,9.25,9.61,8.71,8.72,7.57,7.02,7.59,7.82,7.57,7.85,7.86,6.5,6.53,7.15,7.55,7.59,7.57,Upgrade
Other Expense / Income,-29.07,-0.39,-3.2,50.45,39.12,36.64,14.54,-45.77,-29.6,-105.98,-5.33,-26.98,68.17,-2.81,18.79,-13.46,-32.85,48.42,-6.44,-29.29,20.12,6.15,-9.1,-7.87,28.27,11,-7.04,13.88,5.8,5.97,19.52,14.03,-8.93,-4.18,4.84,5.36,-3.88,-6.03,-15.42,-3.27,Upgrade
Pretax Income,95.95,63.81,54.8,-8.5,-2.62,6.06,25.94,84.48,65.6,152.43,44.04,62.66,-27.59,45.13,20.09,48.72,61.88,-16.86,35.75,52.06,5.95,18.8,33.07,33.15,-5.59,14.12,30.81,9.48,14.3,14.17,4.08,2.75,21.92,20.64,15.18,13.19,22.19,24.9,36.98,20.88,Upgrade
Income Tax,1.39,1.28,1.6,1.82,0.71,2.35,2.4,1.75,1.44,1.26,0.99,0.9,1.14,0.52,0.82,0.59,0.3,0.28,0.12,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Net Income,94.56,62.53,53.2,-10.32,-3.34,3.71,23.55,82.73,64.16,151.17,43.05,61.77,-28.72,44.61,19.27,48.13,61.59,-17.14,35.63,52.06,5.95,18.37,33.07,33.15,-5.59,14.12,30.81,9.48,14.3,14.17,4.08,2.75,21.92,20.64,15.18,13.19,22.19,24.9,36.98,20.88,Upgrade
Net Income Growth,-,1584.62%,125.92%,-,-,-97.54%,-45.29%,33.94%,-,238.87%,123.38%,28.33%,-,-,-45.91%,-7.55%,935.74%,-,7.73%,57.05%,-,30.05%,7.33%,249.86%,-,-0.35%,656.12%,244.30%,-34.78%,-31.33%,-73.15%,-79.14%,-1.20%,-17.12%,-58.96%,-36.82%,32.93%,0.14%,679.37%,43397.92%,Upgrade
Shares Outstanding (Basic),135,131,127,124,118,115,115,115,114,114,113,112,109,106,104,98,96,96,95,87,85,84,82,82,81,77,74,73,71,71,71,71,64,63,62,61,61,61,61,60,Upgrade
Shares Outstanding (Diluted),137,132,129,124,118,117,116,130,115,114,114,112,109,106,105,99,97,97,96,87,85,84,83,82,81,77,74,73,71,71,71,72,64,62,64,63,63,66,61,61,Upgrade
Shares Change,15.86%,12.94%,11.27%,-4.10%,3.04%,2.51%,2.19%,15.97%,5.37%,7.68%,8.68%,13.16%,12.90%,9.89%,9.39%,13.23%,13.99%,14.93%,15.81%,5.83%,3.99%,9.15%,11.39%,13.24%,14.36%,8.01%,3.72%,1.63%,10.97%,14.53%,12.10%,14.39%,2.34%,-5.67%,4.99%,2.36%,16.48%,27.10%,24.47%,25.59%,Upgrade
