Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.94,0.66,0.35,0.41,2.4,0.34,0.06,0.01
Operating Expenses,0.94,0.66,0.35,0.41,2.4,0.34,0.06,0.01
Operating Income,-0.94,-0.66,-0.35,-0.41,-2.4,-0.34,-0.06,-0.01
Other Expense / Income,-1.69,-0.66,2.89,-4.86,0.41,-6.78,0.69,-
Pretax Income,0.75,0,-3.23,4.45,-2.81,6.44,-0.75,-0.01
Net Income,0.75,0,-3.23,4.45,-2.81,6.44,-0.75,-0.01
Net Income Growth,-,-99.94%,-,-,-,-,-,-
Shares Outstanding (Basic),12,13,13,13,13,13,6,3
Shares Outstanding (Diluted),12,13,13,13,13,13,6,3
Shares Change,-6.50%,-,132.19%,404.00%,-,-,-,-
EPS (Basic),0.07,-,-0.25,-0.34,-0.22,0.49,-0.13,-
EPS (Diluted),0.07,-,-0.25,-0.34,-0.22,0.49,-0.13,-
Free Cash Flow Per Share,0.00,-0.02,-0.02,-0.01,-0.00,-0.01,-0.09,-
EBITDA,0.75,0,-3.23,4.45,-2.81,6.44,-0.75,-0.01
EBIT,0.75,0,-3.23,4.45,-2.81,6.44,-0.75,-0.01
