Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,762.74,749.34,672.14,647.62,659.84,501.77,399.67,389.58,407.94,392.16,359.89,412.75,466.49,498.36,452.46,446.01,467.6,481.21,429.88,419.97,449.8,480.21,435.41,416.63,447.58,462.04,261.15,181.98,183.2,191.42,169.53,167.62,176.02,202.77,175,165.33,169.78,185.2,173.38,142.35,Upgrade
Revenue Growth (YoY),15.59%,49.34%,68.17%,66.24%,61.75%,27.95%,11.05%,-5.61%,-12.55%,-21.31%,-20.46%,-7.46%,-0.24%,3.56%,5.25%,6.20%,3.96%,0.21%,-1.27%,0.80%,0.50%,3.93%,66.73%,128.94%,144.31%,141.37%,54.04%,8.56%,4.08%,-5.60%,-3.12%,1.39%,3.68%,9.49%,0.93%,16.14%,6.17%,5.60%,15.82%,7.53%,Upgrade
Cost of Revenue,414.68,400.21,348.85,346.64,368.65,273.52,166.59,165.36,174.35,166.17,157.15,189.65,207.18,231.1,201.48,201.71,211.81,219.21,192.62,191.54,210.72,231.07,204.37,192.21,204.68,207.93,113.79,80.52,81.34,88.5,74.09,73.58,77.25,91.14,76.14,71.41,73.32,85.01,79.4,58.21,Upgrade
Gross Profit,348.06,349.14,323.29,300.97,291.19,228.25,233.09,224.22,233.59,225.99,202.74,223.1,259.31,267.26,250.98,244.31,255.8,262,237.26,228.43,239.08,249.14,231.05,224.42,242.9,254.12,147.36,101.46,101.86,102.93,95.44,94.05,98.77,111.63,98.86,93.92,96.46,100.19,93.98,84.15,Upgrade
"Selling, General & Admin",238.08,226.57,222.5,217.62,210.16,172.42,168.83,166.53,168.32,160.84,156.42,169.44,186.4,178.43,180.4,180.04,179.01,177.55,171.7,167.76,166.35,168.34,168.97,167.38,169.98,174.76,105.07,71.09,72.68,65.33,62.73,65.31,66.16,65.51,62.7,62.55,61.82,59.4,59.48,56.07,Upgrade
Other Operating Expenses,27.19,1.59,7.07,-42.33,28.95,8.8,11.59,12.39,11.66,15.74,11.27,10.64,16.27,11.1,11.48,11.07,10.02,11.95,14.07,13.07,11.52,18.33,14.78,16.3,14.89,17.49,36.68,9.03,5.34,5.99,12.55,5.58,4.55,5.47,4.4,4.33,4.27,4.02,3.99,3.73,Upgrade
Operating Expenses,265.27,228.17,229.57,175.3,239.11,181.21,180.42,178.92,179.98,176.58,167.69,180.08,202.67,189.53,191.87,191.11,189.03,189.5,185.77,180.83,177.87,186.67,183.75,183.67,184.87,192.25,141.75,80.11,78.02,71.32,75.28,70.88,70.71,70.98,67.1,66.87,66.09,63.41,63.47,59.81,Upgrade
Operating Income,82.79,120.97,93.73,125.67,52.07,47.04,52.67,45.31,53.61,49.41,35.05,43.02,56.64,77.73,59.11,53.2,66.77,72.5,51.49,47.6,61.21,62.47,47.3,40.75,58.03,61.86,5.61,21.35,23.85,31.61,20.16,23.16,28.07,40.66,31.76,27.05,30.36,36.78,30.5,24.34,Upgrade
Interest Expense / Income,20.9,19.96,18.28,16.25,16.22,10,7.96,7.2,7.23,7.39,6.56,6.97,8.42,8.2,8.92,8.55,8.37,8.58,7.87,6.53,6.2,6.21,6.13,5.59,6.11,6.46,5.07,4.33,4.46,4.41,4.34,4.13,4.02,4.12,4.06,3.91,1.44,1.02,1.12,0.63,Upgrade
Other Expense / Income,-1.32,-0.6,0.05,-0.2,-1.16,-0.09,0.42,-0.7,0.11,-1.09,10.81,-1.14,2.5,-1.98,1.22,-0.64,-0.44,0.75,-0.46,-1.2,-0.77,-0.78,-0.4,13.7,-0.33,-0.72,0.12,-0.22,-0.27,-0.42,-0.41,-0.39,-0.34,-0.16,-0.18,-0.26,0.19,0.69,-0.08,-0.06,Upgrade
Pretax Income,63.21,101.61,75.4,109.62,37.01,37.13,44.3,38.81,46.27,43.11,17.69,37.19,45.72,71.52,48.96,45.29,58.84,63.18,44.08,42.27,55.78,57.04,41.57,21.47,52.24,56.12,0.42,17.25,19.66,27.63,16.23,19.43,24.39,36.69,27.88,23.4,28.74,35.08,29.47,23.77,Upgrade
