Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"3,871","3,130","2,696","2,983","3,670","3,080","2,702","2,886","3,525","2,965","2,385","2,497","3,219","2,885","2,379","2,606","3,143","2,770","2,349","2,561","3,090","2,909","2,340","2,368","2,381","2,650","2,201","2,282","2,276","1,086","2,742","2,805","2,847","3,299","2,880","2,919","2,947","3,209","2,794","2,897",Upgrade
Revenue Growth (YoY),5.48%,1.62%,-0.22%,3.36%,4.11%,3.88%,13.29%,15.58%,9.51%,2.77%,0.25%,-4.18%,2.42%,4.15%,1.28%,1.76%,1.72%,-4.78%,0.38%,8.15%,29.78%,9.77%,6.32%,3.77%,4.61%,144.01%,-19.73%,-18.65%,-20.06%,-67.08%,-4.79%,-3.91%,-3.39%,2.80%,3.08%,0.76%,1.10%,3.02%,2.08%,2.69%,Upgrade
Gross Profit,"3,871","3,130","2,696","2,983","3,670","3,080","2,702","2,886","3,525","2,965","2,385","2,497","3,219","2,885","2,379","2,606","3,143","2,770","2,349","2,561","3,090","2,909","2,340","2,368","2,381","2,650","2,201","2,282","2,276","1,086","2,742","2,805","2,847","3,299","2,880","2,919","2,947","3,209","2,794","2,897",Upgrade
"Selling, General & Admin","1,792","1,539","1,532","1,639","1,767","1,556","1,835","1,628","1,719","1,635","1,387","1,361","1,522","1,601","1,368","1,501","1,584","1,601","1,392","2,029","1,934",684,"1,745","1,797","1,777","1,739","1,567","1,628","1,616",-458,"2,329","2,528","2,406","2,664","2,463","2,474","2,478","2,694","2,430","2,515",Upgrade
Other Operating Expenses,606,579,574,644,536,550,"1,668",586,561,617,557,542,664,760,651,692,687,670,695,548,357,"1,624",339,698,269,275,266,267,240,"1,088",0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,"2,398","2,118","2,106","2,283","2,303","2,106","3,503","2,214","2,280","2,252","1,944","1,903","2,186","2,361","2,019","2,193","2,271","2,271","2,087","2,577","2,291","2,308","2,084","2,495","2,046","2,014","1,833","1,895","1,856",630,"2,329","2,528","2,406","2,664","2,463","2,474","2,478","2,694","2,430","2,515",Upgrade
Operating Income,"1,473","1,012",590,700,"1,367",974,-801,672,"1,245",713,441,594,"1,033",524,360,413,872,499,262,-16,799,601,256,-127,335,636,368,387,420,456,413,277,441,635,417,445,469,515,364,382,Upgrade
Interest Expense / Income,111,110,103,102,91,85,80,78,79,82,80,89,83,80,78,77,72,70,69,69,70,71,70,71,70,70,70,73,69,68,72,68,65,67,65,65,58,57,53,48,Upgrade
Other Expense / Income,49,202,-13,-22,-3,-137,-4,12,19,15,4,22,-11,11,4,3,15,-53,7,11,21,160,-3,-824,-26,93,-46,-29,-33,-216,-3,5,-32,-5,-32,9,8,-12,-34,3,Upgrade
Pretax Income,"1,313",700,500,620,"1,279","1,026",-877,582,"1,147",616,357,483,961,433,278,333,785,482,186,-96,708,370,189,626,291,473,344,343,384,604,344,204,408,573,384,371,403,470,345,331,Upgrade
Income Tax,263,43,92,119,256,163,23,203,234,92,82,85,189,59,56,56,126,137,39,-144,114,389,4,-143,0,21,25,43,59,20,49,26,80,114,75,67,78,115,89,90,Upgrade
Net Income,"1,050",657,408,501,"1,023",863,-900,379,913,524,275,398,772,374,222,277,659,345,147,48,594,-19,185,769,291,452,319,300,325,584,295,178,328,459,309,304,325,355,256,241,Upgrade
Net Income Growth,2.64%,-23.87%,-,32.19%,12.05%,64.69%,-,-4.77%,18.26%,40.11%,23.87%,43.68%,17.15%,8.41%,51.02%,477.08%,10.94%,-,-20.54%,-93.76%,104.12%,-,-42.01%,156.33%,-10.46%,-22.60%,8.14%,68.54%,-0.91%,27.23%,-4.53%,-41.45%,0.92%,29.30%,20.70%,26.14%,24.52%,16.39%,25.49%,-2.03%,Upgrade
Shares Outstanding (Basic),206,207,211,213,215,219,225,227,227,229,233,233,233,235,237,241,242,242,244,246,249,251,256,262,265,265,268,268,272,274,281,285,284,288,292,299,304,306,310,314,Upgrade
Shares Outstanding (Diluted),207,209,213,215,216,221,225,228,228,231,234,234,235,237,239,243,244,245,246,247,250,254,257,262,267,268,270,270,274,278,284,287,287,294,296,302,307,312,313,317,Upgrade
Shares Change,-4.30%,-5.56%,-5.68%,-5.83%,-5.13%,-4.07%,-3.47%,-2.40%,-2.73%,-2.53%,-2.34%,-3.79%,-3.78%,-3.35%,-2.65%,-1.86%,-2.60%,-3.62%,-4.55%,-5.72%,-6.29%,-5.26%,-4.56%,-2.74%,-2.45%,-3.35%,-5.00%,-5.89%,-4.67%,-5.48%,-4.15%,-4.94%,-6.54%,-5.75%,-5.37%,-4.89%,-4.00%,-4.80%,-5.47%,-5.51%,Upgrade
EPS (Basic),5.09,3.17,1.93,2.35,4.75,3.86,-3.99,1.67,4.02,2.28,1.18,1.71,3.31,1.59,0.94,1.15,2.72,1.42,0.60,0.20,2.39,-0.03,0.72,2.93,1.10,1.70,1.19,1.12,1.20,2.10,1.05,0.63,1.15,1.58,1.06,1.02,1.07,1.15,0.83,0.77,Upgrade
EPS (Diluted),5.07,3.14,1.92,2.33,4.73,3.83,-3.99,1.66,4.00,2.27,1.18,1.70,3.29,1.58,0.93,1.14,2.70,1.40,0.60,0.19,2.37,-0.04,0.72,2.93,1.09,1.68,1.18,1.11,1.19,2.08,1.04,0.62,1.14,1.55,1.04,1.01,1.06,1.14,0.82,0.76,Upgrade
