Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.58,1.03,0.5,0.84,0.69,0.15,0.01,0
Operating Expenses,0.58,1.03,0.5,0.84,0.69,0.15,0.01,0
Operating Income,-0.58,-1.03,-0.5,-0.84,-0.69,-0.15,-0.01,-0
Other Expense / Income,-1.51,-0.39,-0.19,-0.01,-0,-0,-,-
Pretax Income,0.93,-0.63,-0.31,-0.82,-0.68,-0.14,-0.01,-0
Net Income,0.93,-0.63,-0.31,-0.82,-0.68,-0.14,-0.01,-0
Shares Outstanding (Basic),18,18,18,18,12,18,3,3
Shares Outstanding (Diluted),18,18,18,18,12,18,3,3
Shares Change,46.21%,0.76%,475.00%,475.00%,-,-,-,-
EPS (Basic),0.05,-0.04,-0.02,-0.05,-0.05,-0.01,-,-
EPS (Diluted),0.05,-0.04,-0.02,-0.05,-0.05,-0.01,-,-
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.00,0.00,-0.02,-,-
EBITDA,0.93,-0.63,-0.31,-0.82,-0.68,-0.14,-0.01,-0
EBIT,0.93,-0.63,-0.31,-0.82,-0.68,-0.14,-0.01,-0
