Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Revenue,224.62,230.27,255.19,214.87,215.11,251.39,232.44,258.6,254.53,230.29,194.54,203.27,78.45,223.54,221.71,228.97,216.88,315.8,289.5,278.24,272.65,280.19,256.74,255.86,246.64,248.32,222.4,228.83,226.33,222.32,202.31,193.62,185.32,170.03,182.31,179.16,188.25,172.78,175.17,172.4,Upgrade
Revenue Growth (YoY),4.42%,-8.40%,9.79%,-16.91%,-15.48%,9.16%,19.48%,27.22%,224.46%,3.02%,-12.25%,-11.22%,-63.83%,-29.22%,-23.42%,-17.71%,-20.46%,12.71%,12.76%,8.75%,10.55%,12.83%,15.44%,11.81%,8.97%,11.70%,9.93%,18.19%,22.13%,30.76%,10.97%,8.07%,-1.56%,-1.59%,4.08%,3.92%,16.25%,5.53%,10.36%,4.65%,Upgrade
Gross Profit,224.62,230.27,255.19,214.87,215.11,251.39,232.44,258.6,254.53,230.29,194.54,203.27,78.45,223.54,221.71,228.97,216.88,315.8,289.5,278.24,272.65,280.19,256.74,255.86,246.64,248.32,222.4,228.83,226.33,222.32,202.31,193.62,185.32,170.03,182.31,179.16,188.25,172.78,175.17,172.4,Upgrade
"Selling, General & Admin",103.58,103.06,97.63,91.76,95.6,101.6,85.67,84.8,86.9,88.79,76.05,74.8,83.85,82.78,82.77,83.26,89.57,79.37,88.69,88.42,89.55,81.62,80.61,83.38,81.56,78.98,77.78,78.54,78.06,76.63,77.87,74.12,71.12,67.96,71.12,70.32,69.72,63.66,63.53,61.89,Upgrade
Other Operating Expenses,49.2,45.42,40.48,35.64,30.72,86.26,32.37,33.65,36.32,34.53,32.57,31.57,35.02,40.03,34.74,36.83,37.12,167.31,82.11,72.83,72.26,79.65,76.1,77.05,74.99,77.24,70.23,65.57,64.05,60.18,54.4,49.32,43.02,40.53,37.82,36.3,32.74,35.73,33.09,23.61,Upgrade
Operating Expenses,152.78,148.48,138.11,127.4,126.32,187.86,118.04,118.45,123.22,123.32,108.63,106.37,118.87,122.8,117.51,120.09,126.69,246.68,170.8,161.25,161.82,161.27,156.71,160.44,156.56,156.22,148,144.11,142.11,136.81,132.27,123.45,114.14,108.49,108.93,106.62,102.46,99.39,96.62,85.5,Upgrade
Operating Income,71.84,81.79,117.08,87.47,88.79,63.53,114.4,140.15,131.3,106.97,85.91,96.9,-40.42,100.73,104.2,108.88,90.19,69.12,118.71,116.99,110.83,118.92,100.03,95.43,90.08,92.1,74.4,84.72,84.22,85.51,70.04,70.17,71.18,61.54,73.38,72.54,85.79,73.39,78.56,86.9,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.8,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,71.84,81.79,117.08,87.47,88.79,63.53,114.4,140.15,131.3,106.97,85.91,96.9,-40.42,104.53,100.4,108.88,90.19,69.12,118.71,116.99,110.83,118.92,100.03,95.43,90.08,92.1,74.4,84.72,84.22,85.51,70.04,70.17,71.18,61.54,73.38,72.54,85.79,73.39,78.56,86.9,Upgrade
Income Tax,18.96,17.59,29.23,21.7,21.64,-61.72,27.46,36.18,32.49,21.23,19.35,20.4,-9.47,15.07,24.18,27.43,24.21,16.72,21.38,27.09,25.6,-298.87,32.25,29.02,27.79,28.81,23.55,28,29.35,29.25,-32.27,23.53,24.72,14.7,19.81,24,30.52,21,24.25,32.89,Upgrade
