Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",1.73,0.62,1.15,0.55,0.71,0.59,0.08,0.01
Operating Expenses,1.73,0.62,1.15,0.55,0.71,0.59,0.08,0.01
Operating Income,-1.73,-0.62,-1.15,-0.55,-0.71,-0.59,-0.08,-0.01
Other Expense / Income,-0.89,-1.29,-0.84,-7.85,-1.81,-1.74,0.4,-
Pretax Income,-0.85,0.67,-0.31,7.29,1.1,1.15,-0.48,-0.01
Net Income,-0.85,0.67,-0.31,7.29,1.1,1.15,-0.48,-0.01
Net Income Growth,-,-41.40%,-,-,-,-,-,-
Shares Outstanding (Basic),17,12,21,23,16,23,7,4
Shares Outstanding (Diluted),17,12,21,23,16,23,7,4
Shares Change,10.12%,-47.97%,219.86%,428.57%,-,-,-,-
EPS (Basic),-0.01,0.06,-0.01,0.32,0.06,0.05,-0.07,-
EPS (Diluted),-0.01,0.06,-0.01,0.32,0.06,0.05,-0.07,-
EPS Growth,-,20.00%,-,-,-,-,-,-
Free Cash Flow Per Share,-0.03,-0.01,-0.01,-0.01,-0.03,-0.01,-0.17,-0.00
EBITDA,-0.85,0.67,-0.31,7.29,1.1,1.15,-0.48,-0.01
EBIT,-0.85,0.67,-0.31,7.29,1.1,1.15,-0.48,-0.01
