Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+20 Quarters
Revenue,86.28,82.34,92.44,104.37,107.59,115.86,123.61,98.46,100.81,68.42,82.48,65.3,44.4,37.43,48.45,38.81,33.48,47.02,8.68,22.88,17.16,1.4,6.01,10.49,21.67,12.7,4.58,20.36,24.18,27.79,30.03,31.32,36.24,38.76,28.81,29.11,41.85,34.42,21.24,13.97,Upgrade
Revenue Growth (YoY),-19.81%,-28.93%,-25.22%,6.01%,6.73%,69.34%,49.86%,50.78%,127.07%,82.79%,70.24%,68.26%,32.60%,-20.40%,458.02%,69.61%,95.09%,3253.85%,44.45%,118.16%,-20.82%,-88.96%,31.36%,-48.47%,-10.37%,-54.29%,-84.76%,-35.01%,-33.28%,-28.31%,4.23%,7.59%,-13.39%,12.61%,35.61%,108.32%,99.90%,142.85%,290.86%,15.64%,Upgrade
Gross Profit,86.28,82.34,92.44,104.37,107.59,115.86,123.61,98.46,100.81,68.42,82.48,65.3,44.4,37.43,48.45,38.81,33.48,47.02,8.68,22.88,17.16,1.4,6.01,10.49,21.67,12.7,4.58,20.36,24.18,27.79,30.03,31.32,36.24,38.76,28.81,29.11,41.85,34.42,21.24,13.97,Upgrade
"Selling, General & Admin",21.01,21.72,21.42,30.33,32,25.64,24.92,21.56,18.54,16.93,13.64,16.7,16.83,16.91,17.19,15.55,12.98,9.73,9.49,7.7,8.64,9.18,8.52,10.15,7.98,8.31,6.92,7.11,6.59,7.39,5.41,4.65,4.61,5.93,5.07,5.3,5.86,6.77,6.48,6.96,Upgrade
Other Operating Expenses,31.19,30.84,31.7,31.5,37.96,27.26,24.64,24.5,22.67,20.1,20.58,20.51,20.92,18.58,14.77,15.83,14.61,13.76,15.25,14.61,13.09,13.11,11.98,13.57,12.35,8.69,11.39,12.31,12.85,20.57,25.09,23.83,30.29,35.68,28.64,34.32,45.03,31.12,22.21,16.35,Upgrade
Operating Expenses,52.2,52.56,53.12,61.83,69.96,52.91,49.55,46.07,41.21,37.03,34.22,37.21,37.75,35.49,31.96,31.38,27.59,23.49,24.73,22.3,21.74,22.28,20.5,23.71,20.33,17.01,18.31,19.43,19.43,27.96,30.5,28.48,34.9,41.61,33.71,39.62,50.89,37.89,28.69,23.3,Upgrade
Operating Income,34.08,29.78,39.32,42.54,37.63,62.96,74.06,52.39,59.6,31.39,48.26,28.09,6.65,1.94,16.5,7.43,5.89,23.53,-16.05,0.58,-4.58,-20.88,-14.49,-13.22,1.35,-4.31,-13.73,0.93,4.75,-0.18,-0.47,2.84,1.35,-2.85,-4.91,-10.51,-9.04,-3.47,-7.44,-9.33,Upgrade
Other Expense / Income,-0.32,-0.3,-0.2,-0.23,-0.26,-0.14,16.31,5.4,7.76,-0.04,-0.05,-0.05,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.08,-0.06,-0.05,-0.09,-0,0,-0,-0,-,-0,-0,-0,-0,-0,-0,-0,-,-,0.15,-0,-0,0.06,Upgrade
Pretax Income,34.4,30.08,39.52,42.77,37.89,63.09,57.76,46.99,51.85,31.43,48.31,28.14,6.71,2,16.56,7.49,5.95,23.59,-15.97,0.63,-4.53,-20.79,-14.49,-13.23,1.35,-4.3,-13.73,0.93,4.75,-0.17,-0.47,2.84,1.35,-2.85,-4.91,-10.51,-9.19,-3.47,-7.44,-9.39,Upgrade
Income Tax,8.19,6.09,6.95,8.74,-7.12,13.12,10.78,10.12,7.77,4.76,9.46,4.98,1.29,-0.41,3.48,2.25,0.24,0.6,0.12,-5,0.14,-2.53,-0.02,-4.44,0.62,-2.2,-4.67,0.66,0.2,1.91,-0.9,1.44,-0.62,-38.23,0.94,0.67,1.98,-7.47,1.44,0.46,Upgrade
