Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"16,161","13,011.6","16,381","18,930.9","16,382.7","14,341.4","11,846.8","10,192.1","11,244.8","9,250.5","14,284.9","8,243.4","20,366.3","11,245","11,279.6","7,873","7,192.2","6,552.2","6,078.8","7,118.3","6,507","7,918.6","12,382.5","5,505.9","5,460.8","6,074.4","2,777.6","4,868.5","3,708.9","3,399.9","2,628.4","3,995.1","14,442","13,627.7","10,655.7","7,005.1","8,452.9","7,908.7","8,927.5","9,659.1",Upgrade
Revenue Growth (YoY),-1.35%,-9.27%,38.27%,85.74%,45.69%,55.03%,-17.07%,23.64%,-44.79%,-17.74%,26.64%,4.70%,183.17%,71.62%,85.56%,10.60%,10.53%,-17.26%,-50.91%,29.28%,19.16%,30.36%,345.80%,13.09%,47.24%,78.66%,5.68%,21.86%,-74.32%,-75.05%,-75.33%,-42.97%,70.85%,72.31%,19.36%,-27.48%,-28.18%,-37.00%,-40.88%,-44.33%,Upgrade
Cost of Revenue,"15,761.6","12,629.6","15,993.3","18,556.8","15,982.4","14,027.6","11,585.1","9,894.1","10,910.6","8,994.4","14,058.7","8,015.5","20,122.9","11,074.5","11,106.2","7,707.4","7,027","6,403.2","5,936.4","6,963.7","6,352.7","7,788.3","12,251.4","5,382.6","5,336.9","5,960.1","2,666.6","4,751.2","3,596","3,297.2","2,501.1","3,891.7","14,334.1","13,534.5","10,569","6,929.1","8,367","7,835.3","8,857.5","9,577.8",Upgrade
Gross Profit,399.4,382,387.7,374.1,400.3,313.8,261.7,298,334.2,256.1,226.2,227.9,243.4,170.5,173.4,165.6,165.2,149,142.4,154.6,154.3,130.3,131.1,123.3,123.9,114.3,111,117.3,112.9,102.7,127.3,103.4,107.9,93.2,86.7,76,85.9,73.4,70,81.3,Upgrade
"Selling, General & Admin",274.4,242.4,255.4,245.5,247,209.5,196.3,205.9,208.5,181.3,173.7,145.2,153.7,120.9,124.7,115.7,111.9,102.6,103.9,99.6,99.3,89.5,84.1,86.1,86.8,82.4,78,78.8,73.4,72.5,78.4,71.1,72.5,52.8,62.4,58.2,62,56.4,58.6,60,Upgrade
Other Operating Expenses,67.5,44,65.9,57.7,72.3,51.8,60.3,49.7,49.4,47.9,54.4,33.7,33.6,28,14.7,28.3,27.8,22,18,24.1,25.5,22.2,69.5,22.2,22.8,23.5,20,17.1,19.5,12.3,19.7,15.1,17.3,3.5,16.5,13.8,13.6,13.1,13,14.2,Upgrade
Operating Expenses,341.9,286.4,321.3,303.2,319.3,261.3,256.6,255.6,257.9,229.2,228.1,178.9,187.3,148.9,139.4,144,139.7,124.6,121.9,123.7,124.8,111.7,153.6,108.3,109.6,105.9,98,95.9,92.9,84.8,98.1,86.2,89.8,56.3,78.9,72,75.6,69.5,71.6,74.2,Upgrade
Operating Income,57.5,95.6,66.4,70.9,81,52.5,5.1,42.4,76.3,26.9,-1.9,49,56.1,21.6,34,21.6,25.5,24.4,20.5,30.9,29.5,18.6,-22.5,15,14.3,8.4,13,21.4,20,17.9,29.2,17.2,18.1,36.9,7.8,4,10.3,3.9,-1.6,7.1,Upgrade
Other Expense / Income,-,-,-,-,-6.4,-,0.2,-3.6,-,-,-81.8,-,-,-0.1,-0.1,-,-5.4,-,-,-2,-,-,-,-,-,-,-6.2,-,-,5.8,-,-,-,23.3,-,0.2,0.2,-0.1,0.5,1.8,Upgrade
Pretax Income,57.5,95.6,66.4,70.9,87.4,52.5,4.9,46,76.3,26.9,79.9,49,56.1,21.7,34.1,21.6,30.9,24.4,20.5,32.9,29.5,18.6,-22.5,15,14.3,8.4,19.2,21.4,20,12.1,29.2,17.2,18.1,13.6,7.8,3.8,10.1,4,-2.1,5.3,Upgrade
