Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,"1,106.79","1,121.65","1,045.14","1,108.13","1,116.53","1,304.23","1,144.94","1,153.14","1,134.79","1,059.91",883.3,895.82,913.03,944.25,821.57,800.79,770.42,793.45,738.34,742.73,750.36,804.09,721.17,725.65,675.53,661.39,641.99,652.15,619.97,581.29,591.58,597.75,560.98,578.08,523.46,560.11,546.76,562.53,478.64,493.68,Upgrade
Revenue Growth (YoY),-0.87%,-14.00%,-8.72%,-3.90%,-1.61%,23.05%,29.62%,28.72%,24.29%,12.25%,7.51%,11.87%,18.51%,19.01%,11.27%,7.82%,2.67%,-1.32%,2.38%,2.35%,11.08%,21.57%,12.33%,11.27%,8.96%,13.78%,8.52%,9.10%,10.52%,0.56%,13.01%,6.72%,2.60%,2.76%,9.36%,13.46%,24.66%,36.77%,15.57%,31.86%,Upgrade
Gross Profit,"1,106.79","1,121.65","1,045.14","1,108.13","1,116.53","1,304.23","1,144.94","1,153.14","1,134.79","1,059.91",883.3,895.82,913.03,944.25,821.57,800.79,770.42,793.45,738.34,742.73,750.36,804.09,721.17,725.65,675.53,661.39,641.99,652.15,619.97,581.29,591.58,597.75,560.98,578.08,523.46,560.11,546.76,562.53,478.64,493.68,Upgrade
"Selling, General & Admin",793.91,787.09,746.5,789.71,809.06,890.21,799.72,818.31,827.47,748.2,655.61,671.66,699.22,682.66,592.17,573.99,563.63,553.49,521.03,542.5,558.35,716.85,551.72,557.19,533.5,517.55,538.65,568.34,516.76,506.18,505.6,498.58,439.17,451.47,410.49,433.61,421.64,429.53,403.58,393.78,Upgrade
Other Operating Expenses,103,100.86,92.87,99.87,80.36,95.35,88.72,70.8,79.42,77.01,69.29,81.2,98.71,99,78.65,78.81,68.98,84.03,76.79,81.89,72.45,88.05,61.31,85.26,63.01,88.95,75.36,68.01,59.3,64.02,63.63,61.1,51.75,57.23,47.2,52.08,47.69,55.01,44.05,47.33,Upgrade
Operating Expenses,896.91,887.95,839.37,889.59,889.42,985.56,888.44,889.11,906.9,825.21,724.91,752.86,797.93,781.66,670.82,652.81,632.61,637.52,597.81,624.39,630.8,804.91,613.03,642.45,596.51,606.5,614,636.35,576.06,570.2,569.23,559.68,490.92,508.7,457.69,485.69,469.33,484.54,447.63,441.1,Upgrade
Operating Income,209.88,233.7,205.77,218.54,227.11,318.66,256.5,264.03,227.89,234.7,158.39,142.96,115.11,162.59,150.75,147.98,137.81,155.93,140.53,118.35,119.55,-0.82,108.14,83.2,79.02,54.89,27.98,15.79,43.91,11.08,22.35,38.07,70.07,69.38,65.77,74.42,77.43,77.99,31.01,52.58,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.71,0.67,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31,0.19,-,-,3.86,5.24,1.48,Upgrade
Pretax Income,209.88,233.7,205.77,218.54,227.11,318.66,256.5,264.03,227.89,234.7,158.39,142.96,115.11,162.62,150.05,147.31,137.58,155.93,140.53,118.35,119.55,-0.82,108.14,83.2,79.02,54.89,27.98,15.79,43.91,11.08,22.35,38.07,70.07,69.07,65.58,74.42,77.43,74.13,25.77,51.09,Upgrade
Income Tax,52.34,57.08,54.6,57.73,53.56,57.27,64.13,65.95,54.88,46.23,37.87,35.07,28.52,31.93,40.63,38.23,38.37,41.87,36.67,31.06,30.79,1.17,41.6,30.39,13.51,28.01,10.17,6.02,16.86,-0.09,5.17,17.18,26.97,23.89,25.67,30.82,30.05,25.86,-43.92,21.66,Upgrade
