Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.68,0.45,0.16,0.31,0.37,0.09,0,0.01
Other Operating Expenses,0.05,0.05,0.05,0.05,0.05,0.18,0,0
Operating Expenses,0.73,0.5,0.21,0.36,0.42,0.27,0,0.01
Operating Income,-0.73,-0.5,-0.21,-0.36,-0.42,-0.27,-0,-0.01
Other Expense / Income,-2.52,-1.96,-1.04,-0.31,-0.02,-0.09,-0,-0
Pretax Income,1.79,1.46,0.83,-0.06,-0.4,-0.18,-0,-0
Income Tax,0.52,0.4,0.21,0.01,0,0,0,0
Net Income,1.27,1.06,0.62,-0.07,-0.4,-0.18,-0,-0
Shares Outstanding (Basic),29,29,29,29,29,7,5,5
Shares Outstanding (Diluted),29,29,29,29,29,7,5,5
Shares Change,-,293.70%,474.76%,474.76%,-,-,-,-
EPS (Basic),-0.04,-0.03,-0.01,-0.01,-0.01,-4.18,-,-
EPS (Diluted),-0.04,-0.03,-0.01,-0.01,-0.01,-4.18,-,-
Free Cash Flow Per Share,-0.02,-0.00,-0.01,-0.01,-0.01,-0.11,-0.00,-0.00
Effective Tax Rate,29.04%,27.47%,25.12%,-,-,-,-,-
EBITDA,1.79,1.46,0.83,-0.06,-0.4,-0.18,-0,-0
EBIT,1.79,1.46,0.83,-0.06,-0.4,-0.18,-0,-0
