Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",2.34,0.33,0.25,0.29,0.31,0.38,0.2,0.05,0
Operating Expenses,2.34,0.33,0.25,0.29,0.31,0.38,0.2,0.05,0
Operating Income,-2.34,-0.33,-0.25,-0.29,-0.31,-0.38,-0.2,-0.05,-0
Other Expense / Income,0.51,-7.7,-3.77,-2.59,-2.01,-4.68,-2.59,0.5,-
Pretax Income,-2.85,7.37,3.51,2.3,1.7,4.3,2.39,-0.55,-0
Income Tax,0.61,0.19,0.02,0,0,0,0,0,0
Net Income,-3.46,7.18,3.5,2.3,1.7,4.3,2.39,-0.55,-0
Net Income Growth,-,67.09%,46.25%,-,-,-,-,-,-
Shares Outstanding (Basic),44,44,44,44,44,44,44,17,8
Shares Outstanding (Diluted),44,44,44,44,44,44,44,17,8
Shares Change,-1.04%,-,-,164.47%,489.44%,-,-,-,-
EPS (Basic),-0.08,0.16,0.08,0.05,0.03,0.10,0.05,-0.03,-
EPS (Diluted),-0.08,0.16,0.08,0.05,0.03,0.10,0.05,-0.03,-
EPS Growth,-,60.00%,60.00%,-,-,-,-,-,-
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.00,-0.00,-0.00,-0.03,-
Effective Tax Rate,-,2.58%,0.45%,-,-,-,-,-,-
EBITDA,-2.85,7.37,3.51,2.3,1.7,4.3,2.39,-0.55,-0
EBIT,-2.85,7.37,3.51,2.3,1.7,4.3,2.39,-0.55,-0
