Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-05
"Selling, General & Admin",0.26,0.38,0.25,0.39,0.24,0.01,0,0
Other Operating Expenses,0.05,0.05,0.12,0.05,0,0,0,0
Operating Expenses,0.31,0.43,0.37,0.44,0.24,0.01,0,0
Operating Income,-0.31,-0.43,-0.37,-0.44,-0.24,-0.01,-0,-0
Other Expense / Income,-2.47,-1.46,-0.22,-0.14,-0.01,-,-,-
Pretax Income,2.17,1.03,-0.16,-0.3,-0.23,-0.01,-0,-0
Income Tax,0.46,0.27,-0,0.02,-0.02,0,0,0
Net Income,1.7,0.75,-0.15,-0.32,-0.21,-0.01,-0,-0
Shares Outstanding (Basic),32,32,32,32,10,56,6,6
Shares Outstanding (Diluted),32,32,32,32,10,56,6,6
Shares Change,226.09%,-42.50%,400.00%,475.00%,-,-,-,-
EPS (Basic),0.05,0.02,-,-0.01,-0.02,-,-,-
EPS (Diluted),0.05,0.02,-,-0.01,-0.02,-,-,-
Free Cash Flow Per Share,-0.03,-0.01,-0.01,-0.01,-,-,-,-
Effective Tax Rate,21.33%,26.65%,-,-,-,-,-,-
EBITDA,2.17,1.03,-0.16,-0.3,-,-0.01,-0,-0
EBIT,2.17,1.03,-0.16,-0.3,-0.23,-0.01,-0,-0
