Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.95,0.66,0.58,0.62,0.47,0.28,0,0.01
Operating Expenses,0.95,0.66,0.58,0.62,0.47,0.28,0,0.01
Operating Income,-0.95,-0.66,-0.58,-0.62,-0.47,-0.28,0,-0.01
Other Expense / Income,-3.23,-1.21,-3.58,-3.84,0.02,-3.29,-0.22,2.24
Pretax Income,2.29,0.54,3.01,3.22,-0.49,3.01,0.22,-2.26
Net Income,2.29,0.54,3.01,3.22,-0.49,3.01,0.22,-2.26
Net Income Growth,-,-81.98%,1295.30%,-,-,-,-,-
Shares Outstanding (Basic),36,36,36,36,20,26,6,6
Shares Outstanding (Diluted),36,36,36,36,20,26,6,6
Shares Change,78.46%,38.35%,478.84%,478.84%,-,-,-,-
EPS (Basic),0.06,0.02,0.08,0.09,-0.05,0.12,0.03,-0.36
EPS (Diluted),0.06,0.02,0.08,0.09,-0.05,0.12,0.03,-0.36
EPS Growth,-,-83.33%,166.67%,-,-,-,-,-
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.03,-,-
EBITDA,2.29,0.54,3.01,3.22,-0.49,3.01,0.22,-2.26
EBIT,2.29,0.54,3.01,3.22,-0.49,3.01,0.22,-2.26
