Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+48 Quarters
Revenue,"5,748","5,817","5,756","5,497","5,167","5,216","4,985","4,528","4,155","4,120","3,837","3,335","4,009","4,414","4,467","4,113","3,889","3,807","3,898","3,665","3,580","3,312","3,398","3,053","2,734","2,756","2,880","2,694","2,446","2,517","2,530","2,390","2,230","2,411","2,490","2,368","2,172","2,092","2,218","2,096",Upgrade
Revenue Growth (YoY),11.24%,11.52%,15.47%,21.40%,24.36%,26.60%,29.92%,35.77%,3.64%,-6.66%,-14.10%,-18.92%,3.09%,15.94%,14.60%,12.22%,8.63%,14.95%,14.71%,20.05%,30.94%,20.17%,17.99%,13.33%,11.77%,9.50%,13.83%,12.72%,9.69%,4.40%,1.61%,0.93%,2.67%,15.25%,12.26%,12.98%,13.96%,10.40%,15.64%,15.16%,Upgrade
Gross Profit,"5,748","5,817","5,756","5,497","5,167","5,216","4,985","4,528","4,155","4,120","3,837","3,335","4,009","4,414","4,467","4,113","3,889","3,807","3,898","3,665","3,580","3,312","3,398","3,053","2,734","2,756","2,880","2,694","2,446","2,517","2,530","2,390","2,230","2,411","2,490","2,368","2,172","2,092","2,218","2,096",Upgrade
"Selling, General & Admin","2,210","2,434","2,251","2,157","2,025","2,200","2,053","1,934","1,795","1,867","1,591","1,461","1,648","1,869","1,675","1,594","1,559","1,703","1,471","1,389","1,518","1,675","1,339","1,289","1,121","1,291","1,117","1,114","1,003","1,317","1,067",986,792,"1,309",987,904,814,"1,006",906,807,Upgrade
Other Operating Expenses,402,199,393,322,192,189,215,253,163,195,141,167,150,146,137,122,117,870,140,340,237,115,118,111,107,102,93,200,95,93,94,153,87,84,83,81,73,166,64,61,Upgrade
Operating Expenses,"2,612","2,633","2,644","2,479","2,217","2,389","2,268","2,187","1,958","2,062","1,732","1,628","1,798","2,015","1,812","1,716","1,676","2,573","1,611","1,729","1,755","1,790","1,457","1,400","1,228","1,393","1,210","1,314","1,098","1,410","1,161","1,139",879,"1,393","1,070",985,887,"1,172",970,868,Upgrade
Operating Income,"3,136","3,184","3,112","3,018","2,950","2,827","2,717","2,341","2,197","2,058","2,105","1,707","2,211","2,399","2,655","2,397","2,213","1,234","2,287","1,936","1,825","1,522","1,941","1,653","1,506","1,363","1,670","1,380","1,348","1,107","1,369","1,251","1,351","1,018","1,420","1,383","1,285",920,"1,248","1,228",Upgrade
Interest Expense / Income,132,127,120,114,110,108,110,106,107,105,105,101,69,64,63,51,46,47,48,48,43,41,35,39,39,30,23,22,20,12,15,17,17,16,11,15,6,7,-3,5,Upgrade
Other Expense / Income,151,-32,-80,106,67,-104,-209,-243,-100,-215,85,-84,155,-140,58,-173,-36,-28,-25,-34,-21,-3,-26,-14,-11,22,14,-7,-9,70,2,-7,-6,-5,-9,-5,-2,2,-3,-10,Upgrade
Pretax Income,"2,853","3,089","3,072","2,798","2,773","2,823","2,816","2,478","2,190","2,168","1,915","1,690","1,987","2,475","2,534","2,519","2,203","1,215","2,264","1,922","1,803","1,484","1,932","1,628","1,478","1,311","1,633","1,365","1,337","1,025","1,352","1,241","1,340","1,007","1,418","1,373","1,281",911,"1,254","1,233",Upgrade
Income Tax,492,564,573,523,142,444,402,412,362,383,402,270,294,375,426,471,341,316,365,353,311,"1,257",502,451,397,378,449,382,378,135,375,320,320,206,403,442,411,288,375,385,Upgrade
Net Income,"2,361","2,525","2,499","2,275","2,631","2,379","2,414","2,066","1,828","1,785","1,513","1,420","1,693","2,100","2,108","2,048","1,862",899,"1,899","1,569","1,492",227,"1,430","1,177","1,081",933,"1,184",983,959,890,977,921,"1,020",801,"1,015",931,870,623,879,848,Upgrade
Net Income Growth,-10.26%,6.14%,3.52%,10.12%,43.93%,33.28%,59.55%,45.49%,7.97%,-15.00%,-28.23%,-30.66%,-9.08%,133.59%,11.01%,30.53%,24.80%,296.04%,32.80%,33.31%,38.02%,-75.67%,20.78%,19.74%,12.72%,4.83%,21.19%,6.73%,-5.98%,11.11%,-3.74%,-1.07%,17.24%,28.57%,15.47%,9.79%,13.58%,2.98%,13.86%,21.14%,Upgrade
Shares Outstanding (Basic),953,959,965,971,977,982,986,990,994,999,"1,001","1,004","1,005","1,008","1,013","1,020","1,026","1,032","1,037","1,043","1,051","1,055","1,063","1,070","1,078","1,089","1,096","1,098","1,109","1,128","1,130","1,138","1,148","1,153","1,157","1,165","1,185","1,199","1,205","1,214",Upgrade
Shares Outstanding (Diluted),956,962,968,974,981,986,990,994,998,"1,000","1,005","1,008","1,010","1,013","1,019","1,025","1,032","1,038","1,043","1,049","1,057","1,063","1,068","1,075","1,082","1,092","1,099","1,101","1,112","1,131","1,133","1,141","1,152","1,160","1,160","1,169","1,189","1,203","1,209","1,217",Upgrade
Shares Change,-2.55%,-2.43%,-2.22%,-2.01%,-1.70%,-1.40%,-1.49%,-1.39%,-1.19%,-1.28%,-1.37%,-1.66%,-2.13%,-2.41%,-2.30%,-2.29%,-2.37%,-2.35%,-2.34%,-2.42%,-2.31%,-2.66%,-2.82%,-2.36%,-2.70%,-3.45%,-3.00%,-3.51%,-3.47%,-2.50%,-2.33%,-2.40%,-3.11%,-3.57%,-4.05%,-3.94%,-3.33%,-3.91%,-3.28%,-3.41%,Upgrade
EPS (Basic),2.48,2.63,2.59,2.34,2.69,2.42,2.45,2.09,1.84,1.79,1.51,1.41,1.68,2.08,2.08,2.01,1.81,0.88,1.83,1.50,1.42,0.22,1.34,1.10,1.00,0.86,1.08,0.89,0.86,0.79,0.86,0.81,0.89,0.70,0.88,0.80,0.73,0.52,0.73,0.70,Upgrade
EPS (Diluted),2.47,2.62,2.58,2.34,2.68,2.41,2.44,2.08,1.83,1.78,1.51,1.41,1.68,2.07,2.07,2.00,1.80,0.87,1.82,1.50,1.41,0.22,1.34,1.10,1.00,0.86,1.08,0.89,0.86,0.79,0.86,0.81,0.89,0.70,0.87,0.80,0.73,0.51,0.73,0.70,Upgrade
