Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",1.48,0.32,0.5,0.25,0.4,0.47,0,0.03
Operating Expenses,1.48,0.32,0.5,0.25,0.4,0.47,0,0.03
Operating Income,-1.48,-0.32,-0.5,-0.25,-0.4,-0.47,0,-0.03
Other Expense / Income,-1.46,-1.84,-2.21,-1.09,-0.74,-0,-,-
Pretax Income,-0.02,1.53,1.72,0.84,0.33,-0.47,0,-0.03
Income Tax,0.31,0,0,0,0,0,0,0
Net Income,-0.33,1.53,1.72,0.84,0.33,-0.47,0,-0.03
Shares Outstanding (Basic),30,30,30,30,18,29,6,6
Shares Outstanding (Diluted),30,30,30,30,18,29,6,6
Shares Change,67.82%,2.97%,437.14%,437.14%,-,-,-,-
EPS (Basic),-0.06,0.02,0.06,0.03,0.03,-0.02,-,-0.01
EPS (Diluted),-0.06,0.02,0.06,0.03,0.03,-0.02,-,-0.01
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-
EBITDA,-0.02,1.53,1.72,0.84,0.33,-0.47,0,-0.03
EBIT,-0.02,1.53,1.72,0.84,0.33,-0.47,0,-0.03
