Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.32,0.22,0.21,0.22,0.39,0.23,0.05,0.01
Other Operating Expenses,0.05,0.05,0.05,0.05,0.05,0.12,0,0
Operating Expenses,0.37,0.27,0.26,0.27,0.44,0.34,0.05,0.01
Operating Income,-0.37,-0.27,-0.26,-0.27,-0.44,-0.34,-0.05,-0.01
Interest Expense / Income,0,0,0,0,0,0,0,0
Other Expense / Income,-1.72,-2.94,-2.79,-1.95,-1.56,-6.39,-,-
Pretax Income,1.35,2.67,2.53,1.67,1.12,6.05,-0.05,-0.01
Income Tax,0.51,0,0,0,0,0,0,0
Net Income,0.85,2.67,2.53,1.67,1.12,6.05,-0.05,-0.01
Net Income Growth,-24.43%,-55.90%,-,-,-,-,-,-
Shares Outstanding (Basic),21,23,23,23,13,16,4,4
Shares Outstanding (Diluted),21,23,23,23,13,16,4,4
Shares Change,52.52%,36.93%,415.47%,415.47%,-,-,-,-
EPS (Basic),-,0.08,0.10,0.07,0.66,-1.15,-0.01,-
EPS (Diluted),-,0.08,0.10,0.07,0.66,-1.15,-0.01,-
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.02,-0.02,-0.04,-0.01,-
Effective Tax Rate,37.42%,-,-,-,-,-,-,-
EBITDA,1.36,2.67,2.53,1.67,1.12,6.05,-0.05,-0.01
EBIT,1.36,2.67,2.53,1.67,1.12,6.05,-0.05,-0.01
