Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+60 Quarters
Revenue,"4,243","4,337","4,311","4,526","4,699","5,106","5,050","4,820","4,398","4,478","4,369","3,648","3,710","3,977","3,692","3,524","3,346","3,434","3,576","3,605","3,583","3,764","3,508","3,236","3,092","3,996","2,837","2,804","2,624","2,863","2,910","2,905","2,723","2,784","2,849","2,778","2,670","2,777","2,472","2,482",Upgrade
Revenue Growth (YoY),-9.70%,-15.06%,-14.63%,-6.10%,6.84%,14.02%,15.59%,32.13%,18.54%,12.60%,18.34%,3.52%,10.88%,15.81%,3.24%,-2.25%,-6.61%,-8.77%,1.94%,11.40%,15.88%,-5.81%,23.65%,15.41%,17.84%,39.57%,-2.51%,-3.48%,-3.64%,2.84%,2.14%,4.57%,1.99%,0.25%,15.25%,11.93%,9.02%,9.37%,6.55%,11.35%,Upgrade
Cost of Revenue,820,772,854,876,903,906,939,843,825,788,713,675,722,683,666,668,646,644,657,679,693,670,650,631,607,"1,435",322,313,295,303,312,308,301,292,303,290,283,268,266,264,Upgrade
Gross Profit,"3,423","3,565","3,457","3,650","3,796","4,200","4,111","3,977","3,573","3,690","3,656","2,973","2,988","3,294","3,026","2,856","2,700","2,790","2,919","2,926","2,890","3,094","2,858","2,605","2,485","2,561","2,515","2,491","2,329","2,560","2,598","2,597","2,422","2,492","2,546","2,488","2,387","2,509","2,206","2,218",Upgrade
"Selling, General & Admin","1,948","2,010","1,893","1,944","1,994","2,123","2,138","2,009","1,994","1,815","1,872","1,540","2,279","1,727","1,496","1,553","1,452","1,469","1,510","1,475","1,504","1,597","1,442","1,343","1,317","1,317","1,281","1,293","1,265","1,399","1,342","1,324","1,320","1,313","1,349","1,325","1,295","1,335","1,200","1,329",Upgrade
Other Operating Expenses,37,128,38,38,38,38,38,37,34,27,27,27,25,29,28,25,15,75,13,11,11,12,27,25,25,24,25,25,101,24,34,35,35,35,40,41,41,41,40,40,Upgrade
Operating Expenses,"1,985","2,138","1,931","1,982","2,032","2,161","2,176","2,046","2,028","1,842","1,899","1,567","2,304","1,756","1,524","1,578","1,467","1,544","1,523","1,486","1,515","1,609","1,469","1,368","1,342","1,341","1,306","1,318","1,366","1,423","1,376","1,359","1,355","1,348","1,389","1,366","1,336","1,376","1,240","1,369",Upgrade
Operating Income,"1,438","1,427","1,526","1,668","1,764","2,039","1,935","1,931","1,545","1,848","1,757","1,406",684,"1,538","1,502","1,278","1,233","1,246","1,396","1,440","1,375","1,485","1,389","1,237","1,143","1,220","1,209","1,173",963,"1,137","1,222","1,238","1,067","1,144","1,157","1,122","1,051","1,133",966,849,Upgrade
Interest Expense / Income,59,54,50,54,54,50,48,52,55,54,54,51,46,51,54,52,46,46,46,46,46,46,46,48,65,51,52,51,51,51,50,52,51,58,61,60,53,52,52,53,Upgrade
Other Expense / Income,-163,-231,-260,179,11,-132,-312,-153,-27,-181,-125,-220,-154,-114,-12,-99,-164,26,-92,-17,-25,-41,-44,-39,-49,-13,-51,-20,-13,-54,-13,-4,-64,-5,-53,-43,-82,-67,-35,-145,Upgrade
