Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Revenue,10.99,10.65,10.36,9.4,8.92,9.71,9.74,9.4,9.37,9.02,9.09,8.47,8.31,8.82,9.33,9.2,8.26,8.18,8.25,8.09,7.75,7.77,7.98,7.83,7.23,7.07,7.35,7.3,7.14,6.13,5.56,5.48,5.62,5.55,5.73,5.56,5.16,5.21,5.35,5.08,Upgrade
Revenue Growth (YoY),23.14%,9.67%,6.36%,0%,-4.73%,7.59%,7.18%,11.00%,12.71%,2.34%,-2.57%,-7.95%,0.65%,7.73%,13.00%,13.70%,6.53%,5.30%,3.37%,3.27%,7.27%,9.98%,8.60%,7.32%,1.22%,15.34%,32.24%,33.18%,27.10%,10.38%,-2.97%,-1.49%,8.90%,6.46%,7.04%,9.57%,2.54%,4.70%,8.71%,5.20%,Upgrade
Gross Profit,10.99,10.65,10.36,9.4,8.92,9.71,9.74,9.4,9.37,9.02,9.09,8.47,8.31,8.82,9.33,9.2,8.26,8.18,8.25,8.09,7.75,7.77,7.98,7.83,7.23,7.07,7.35,7.3,7.14,6.13,5.56,5.48,5.62,5.55,5.73,5.56,5.16,5.21,5.35,5.08,Upgrade
"Selling, General & Admin",6.22,6.17,6.41,6.06,5.7,6.2,5.92,5.82,5.57,5.52,5.75,5.44,5.65,5.82,5.67,5.49,5.24,5.1,5.18,5.12,4.96,4.93,4.92,4.73,4.68,4.43,4.79,4.61,4.65,4.57,3.39,3.38,3.48,3.56,3.45,3.2,3.15,3.28,3.11,3.1,Upgrade
Other Operating Expenses,0.19,0.13,0.15,0.18,0.29,0.15,0.29,0.35,0.24,0.17,0.18,0.18,0.18,0.15,0.2,0.27,0.42,0.37,0.02,0.58,0.3,0.32,0.12,0.07,0.47,0.26,0.13,0.24,0.34,-0.05,0.26,0.38,0.2,0.29,0.14,0.15,0.15,0.15,0.16,0.2,Upgrade
Operating Expenses,6.4,6.3,6.56,6.24,5.99,6.36,6.2,6.17,5.81,5.68,5.92,5.62,5.83,5.97,5.87,5.76,5.67,5.47,5.2,5.7,5.25,5.25,5.05,4.8,5.16,4.7,4.92,4.84,4.99,4.52,3.65,3.76,3.68,3.84,3.59,3.35,3.3,3.43,3.27,3.31,Upgrade
Operating Income,4.59,4.35,3.8,3.16,2.93,3.35,3.54,3.23,3.56,3.34,3.16,2.85,2.49,2.85,3.46,3.43,2.59,2.72,3.06,2.39,2.5,2.52,2.94,3.03,2.07,2.37,2.43,2.45,2.15,1.61,1.91,1.72,1.94,1.71,2.14,2.21,1.86,1.78,2.08,1.77,Upgrade
Other Expense / Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Pretax Income,4.59,4.34,3.79,3.16,2.93,3.35,3.53,3.23,3.56,3.34,3.16,2.84,2.48,2.84,3.45,3.43,2.59,2.71,3.05,2.39,2.49,2.52,2.93,3.03,2.07,2.37,2.42,2.45,2.15,1.61,1.91,1.72,1.94,1.71,2.14,2.21,1.86,1.78,2.08,1.77,Upgrade
Income Tax,0.77,0.8,0.67,0.45,0.4,0.53,0.6,0.5,0.62,0.49,0.41,0.41,0.39,0.44,0.54,0.57,0.44,0.22,0.53,0.29,0.36,0.93,0.83,0.84,0.52,0.63,0.67,0.67,0.56,0.5,0.51,0.49,0.47,0.45,0.61,0.69,0.56,0.53,0.65,0.56,Upgrade
