Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.96,-0.12,0.12,-0.17,0.17,-0,0,-0,0
Operating Expenses,0.96,-0.12,0.12,-0.17,0.17,-0,0,-0,0
Operating Income,-0.96,0.12,-0.12,0.17,-0.17,0,0,0,-0
Other Expense / Income,-1.82,-0.28,-0.15,0.32,-0,0,-,0,-
Pretax Income,0.86,0.4,0.03,-0.15,-0.17,0,0,-0,-0
Income Tax,0.3,0.1,0.02,0,0,0,0,0,0
Net Income,0.56,0.3,0.01,-0.15,-0.17,-0,0,-0,-0
Shares Outstanding (Basic),15,15,15,15,3,3,3,3,3
Shares Outstanding (Diluted),15,15,15,15,3,3,3,3,3
Shares Change,330.50%,493.46%,493.46%,493.46%,37.85%,-,-,-,-
EPS (Basic),-,-,-,-0.01,-1.02,-,-,-,-
EPS (Diluted),-,-,-,-0.01,-1.02,-,-,-,-
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-0.11,-,-,-,-
Effective Tax Rate,35.21%,24.66%,62.64%,-,-,-,-,-,-
EBITDA,0.86,0.4,0.03,-0.15,-0.17,0,0,-0,-0
EBIT,0.86,0.4,0.03,-0.15,-0.17,0,0,-0,-0
