Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.24,0.47,0.58,1.03,0.12,0.11,0.01,0
Other Operating Expenses,0.01,0.05,0.05,0.05,0.05,0.01,0.05,0
Operating Expenses,0.25,0.52,0.63,1.08,0.17,0.12,0.06,0
Operating Income,-0.25,-0.52,-0.63,-1.08,-0.17,-0.12,-0.06,0
Other Expense / Income,-0.18,-1.4,-0.91,-0.29,-0.02,-0.01,-0,-0
Pretax Income,-0.07,0.87,0.28,-0.8,-0.15,-0.12,-0.06,0
Income Tax,0.04,-0.07,0.18,0.03,0,0,0,0
Net Income,-0.1,0.94,0.1,-0.83,-0.15,-0.12,-0.06,0
Shares Outstanding (Basic),7,22,25,25,25,12,9,5
Shares Outstanding (Diluted),7,22,25,25,25,12,9,5
Shares Change,-73.63%,80.95%,166.08%,400.00%,-,-,-,-
EPS (Basic),-0.02,0.04,-,-0.03,-0.01,-0.01,-0.01,-
EPS (Diluted),-0.02,0.04,-,-0.03,-0.01,-0.01,-0.01,-
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,-0.01
Effective Tax Rate,-,-7.46%,64.75%,-,-,-,-,-
EBITDA,-0.07,0.87,0.28,-0.8,-0.15,-0.12,-0.06,0
EBIT,-0.07,0.87,0.28,-0.8,-0.15,-0.12,-0.06,0
