Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.29,0.55,0.26,0.32,0.39,0.16,0.01,0
Other Operating Expenses,0.05,0.05,0.05,0.05,0.05,0.13,0,0
Operating Expenses,0.34,0.6,0.31,0.37,0.44,0.29,0.01,0
Operating Income,-0.34,-0.6,-0.31,-0.37,-0.44,-0.29,-0.01,-0
Other Expense / Income,-4.43,-0.64,-2.96,-5.77,1.04,-6.27,-,-
Pretax Income,4.09,0.04,2.64,5.4,-1.48,5.98,-0.01,-0
Income Tax,0.48,0.28,0,0,0,0,0,0
Net Income,3.62,-0.25,2.64,5.4,-1.48,5.98,-0.01,-0
Shares Outstanding (Basic),31,31,31,31,17,21,6,6
Shares Outstanding (Diluted),31,31,31,31,17,21,6,6
Shares Change,81.22%,45.57%,400.00%,400.00%,-,-,-,-
EPS (Basic),0.12,-0.01,0.08,0.17,-0.24,0.28,-,-
EPS (Diluted),0.12,-0.01,0.08,0.17,-0.24,0.28,-,-
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.04,-0.00,-
Effective Tax Rate,11.63%,796.32%,-,-,-,-,-,-
EBITDA,4.09,0.04,2.64,5.4,-1.48,5.98,-0.01,-0
EBIT,4.09,0.04,2.64,5.4,-1.48,5.98,-0.01,-0
