Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.24,0.41,0.28,0.32,0.24,0.23,0.04,0.02
Operating Expenses,0.24,0.41,0.28,0.32,0.24,0.23,0.04,0.02
Operating Income,-0.24,-0.41,-0.28,-0.32,-0.24,-0.23,-0.04,-0.02
Other Expense / Income,-1.82,-0.74,-2.26,-4.02,1.25,-5.72,-0.45,-
Pretax Income,1.58,0.33,1.98,3.71,-1.49,5.49,0.41,-0.02
Net Income,1.58,0.33,1.98,3.71,-1.49,5.49,0.41,-0.02
Net Income Growth,-,-93.99%,381.16%,-,-,-,-,-
Shares Outstanding (Basic),19,19,19,19,12,19,5,4
Shares Outstanding (Diluted),19,19,19,19,12,19,5,4
Shares Change,53.31%,-,309.09%,400.00%,-,-,-,-
EPS (Basic),0.09,0.02,0.11,0.20,-0.25,0.29,0.09,-
EPS (Diluted),0.09,0.02,0.11,0.20,-0.25,0.29,0.09,-
EPS Growth,-,-93.10%,22.22%,-,-,-,-,-
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.23,-
EBITDA,1.58,0.33,1.98,3.71,-1.49,5.49,0.41,-0.02
EBIT,1.58,0.33,1.98,3.71,-1.49,5.49,0.41,-0.02
