Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-21,2021-03-31
"Selling, General & Admin",0.26,0.3,0.26,0.18,0.28,0.12,0,0
Operating Expenses,0.26,0.3,0.26,0.18,0.28,0.12,0,0
Operating Income,-0.26,-0.3,-0.26,-0.18,-0.28,-0.12,-0,-0
Other Expense / Income,-0.63,-0.43,-0.11,-0.1,-0.15,0.03,-,-
Pretax Income,0.38,0.13,-0.15,-0.09,-0.13,-0.15,-0,-0
Income Tax,0.16,0.06,0,0,0,0,0,0
Net Income,0.22,0.07,-0.15,-0.09,-0.13,-0.15,-0,-0
Shares Outstanding (Basic),9,9,9,9,5,3,3,3
Shares Outstanding (Diluted),9,9,9,9,5,3,3,3
Shares Change,96.95%,199.40%,232.40%,227.79%,-,-,-,-
EPS (Basic),0.02,0.01,-0.02,-0.01,-0.01,-0.05,-,-
EPS (Diluted),0.02,0.01,-0.02,-0.01,-0.01,-0.05,-,-
Free Cash Flow Per Share,-0.05,0.00,-0.01,-0.02,-0.02,-0.08,-,-
Effective Tax Rate,42.42%,48.96%,-,-,-,-,-,-
EBITDA,0.38,0.13,-0.15,-0.09,-0.13,-0.15,-0,-0
EBIT,0.38,0.13,-0.15,-0.09,-0.13,-0.15,-0,-0
