Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.21,0.24,0.22,0.34,0.18,0.03,0.69,0.04,0
Operating Expenses,0.21,0.24,0.22,0.34,0.18,0.03,0.69,0.04,0
Operating Income,-0.21,-0.24,-0.22,-0.34,-0.18,-0.03,-0.69,-0.04,0
Other Expense / Income,-3.07,-0.95,-1.81,-5.01,-0.58,-2.65,-8.61,1.28,-
Pretax Income,2.86,0.72,1.59,4.67,0.4,2.62,7.93,-1.32,0
Income Tax,0.44,0.18,0,0,0,0,0,0,0
Net Income,2.41,0.54,1.59,4.67,0.4,2.62,7.93,-1.32,0
Net Income Growth,498.12%,-79.39%,-79.91%,-,-,-,-,-,-
Shares Outstanding (Basic),31,31,31,31,31,31,31,10,6
Shares Outstanding (Diluted),31,31,31,31,31,31,31,10,6
Shares Change,2.35%,-,-,200.00%,388.54%,-,-,-,-
EPS (Basic),0.07,0.02,0.05,0.15,-,0.08,0.25,-0.13,-
EPS (Diluted),0.07,0.02,0.05,0.15,-,0.08,0.25,-0.13,-
EPS Growth,-,-75.00%,-80.00%,-,-,-,-,-,-
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.00,0.01,-0.00,-0.01,-0.04,-
Effective Tax Rate,15.50%,24.70%,-,-,-,-,-,-,-
EBITDA,2.86,0.72,1.59,4.67,0.4,2.62,7.93,-1.32,0
EBIT,2.86,0.72,1.59,4.67,0.4,2.62,7.93,-1.32,0
