Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.2,0.19,0.21,0.23,0.3,0.38,0.25,0.1,-
Operating Expenses,0.2,0.19,0.21,0.23,0.3,0.38,0.25,0.1,-
Operating Income,-0.2,-0.19,-0.21,-0.23,-0.3,-0.38,-0.25,-0.1,-
Other Expense / Income,-0.43,-1.53,-0.04,0.08,0.04,-0.05,-0.01,-0,-
Pretax Income,0.23,1.33,-0.16,-0.31,-0.34,-0.32,-0.24,-0.1,-
Net Income,0.23,1.33,-0.16,-0.31,-0.34,-0.32,-0.24,-0.1,-
Shares Outstanding (Basic),6,6,6,6,5,6,6,1,1
Shares Outstanding (Diluted),6,6,6,6,5,6,6,1,-
Shares Change,28.16%,-,8.71%,426.43%,372.39%,-,-,-,-
EPS (Basic),-0.27,-0.13,-0.19,-0.05,0.06,-0.05,-0.94,-0.08,-
EPS (Diluted),-0.27,-0.13,-0.19,-0.05,0.06,-0.05,-0.94,-0.08,-
Free Cash Flow Per Share,-0.02,-0.04,-0.04,-0.03,-0.05,-0.05,-0.08,-0.08,-
EBITDA,0.23,1.33,-0.16,-0.31,-0.34,-0.32,-0.24,-0.1,-
EBIT,0.23,1.33,-0.16,-0.31,-0.34,-0.32,-0.24,-0.1,-
