Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2021-01-21
"Selling, General & Admin",0.3,0.62,0.17,0.27,0.19,0.23,0.27,0.09,0.02
Operating Expenses,0.3,0.62,0.17,0.27,0.19,0.23,0.27,0.09,0.02
Operating Income,-0.3,-0.62,-0.17,-0.27,-0.19,-0.23,-0.27,-0.09,-0.02
Other Expense / Income,-1.77,-0.9,-0.31,0.13,-0.02,-0.02,-0,-,-
Pretax Income,1.48,0.29,0.14,-0.4,-0.18,-0.21,-0.27,-0.09,-0.02
Net Income,1.48,0.29,0.14,-0.4,-0.18,-0.21,-0.27,-0.09,-0.02
Shares Outstanding (Basic),27,27,27,27,26,27,27,5,5
Shares Outstanding (Diluted),27,27,27,27,26,27,27,5,5
Shares Change,5.80%,-,0.89%,448.51%,418.21%,-,-,-,-
EPS (Basic),0.05,0.01,-,-0.01,-,-0.01,-0.01,-,-
EPS (Diluted),0.05,0.01,-,-0.01,-,-0.01,-0.01,-,-
Free Cash Flow Per Share,-0.00,-0.00,-0.01,-0.01,-0.00,-0.01,-0.03,-,-
EBITDA,1.48,0.29,0.14,-0.4,-0.18,-0.21,-0.27,-0.09,-0.02
EBIT,1.48,0.29,0.14,-0.4,-0.18,-0.21,-0.27,-0.09,-0.02
