Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+53 Quarters
Revenue,17.68,16.5,14.15,13.41,12.87,13.74,14.29,13.29,13.38,10.78,9.17,11.22,8.37,11.15,11.6,11.46,11.12,11.23,10.99,10.64,10.48,10.29,10.67,10.1,10.1,7.39,7.27,7.41,7.13,7.43,7.2,7.04,6.84,7.08,6.83,6.62,6.49,7.13,6.5,6.11,Upgrade
Revenue Growth (YoY),37.36%,20.08%,-0.98%,0.93%,-3.80%,27.42%,55.78%,18.42%,59.91%,-3.34%,-20.97%,-2.08%,-24.77%,-0.67%,5.59%,7.68%,6.15%,9.12%,2.96%,5.40%,3.71%,39.19%,46.89%,36.30%,41.76%,-0.47%,0.99%,5.24%,4.15%,4.97%,5.31%,6.27%,5.42%,-0.72%,5.09%,8.41%,5.72%,36.19%,0.56%,-0.57%,Upgrade
Gross Profit,17.68,16.5,14.15,13.41,12.87,13.74,14.29,13.29,13.38,10.78,9.17,11.22,8.37,11.15,11.6,11.46,11.12,11.23,10.99,10.64,10.48,10.29,10.67,10.1,10.1,7.39,7.27,7.41,7.13,7.43,7.2,7.04,6.84,7.08,6.83,6.62,6.49,7.13,6.5,6.11,Upgrade
"Selling, General & Admin",8.42,6.98,6.44,5.69,6.28,6.06,6.31,6.13,6.18,6.3,5.24,5.83,5.28,5.9,5.83,5.61,5.58,5.48,5.28,5.17,5.45,4.42,5.16,4.65,5.03,3.66,3.74,3.43,3.96,3.16,3.42,3.68,3.49,3.33,3.18,3.2,2.98,3.49,2.77,2.77,Upgrade
Other Operating Expenses,3.37,5.36,2.45,2.84,1.99,1.81,1.59,1.76,2.14,1.52,1.79,1.86,1.97,1.48,1.84,1.87,1.92,1.77,1.81,1.89,1.89,1.8,2.14,2.05,2.23,1.3,1.92,1.39,1.28,2.52,1.16,1.45,1.24,0.94,1.2,1.4,1.25,1.28,1.38,1.19,Upgrade
Operating Expenses,11.79,12.34,8.89,8.54,8.27,7.87,7.91,7.89,8.32,7.83,7.02,7.69,7.25,7.38,7.67,7.48,7.5,7.24,7.09,7.06,7.35,6.22,7.3,6.7,7.27,4.96,5.66,4.82,5.24,5.68,4.58,5.13,4.73,4.27,4.39,4.6,4.23,4.77,4.15,3.96,Upgrade
Operating Income,5.89,4.15,5.26,4.88,4.61,5.86,6.38,5.39,5.06,2.96,2.15,3.53,1.12,3.78,3.93,3.98,3.62,3.99,3.9,3.58,3.13,4.07,3.38,3.39,2.84,2.44,1.6,2.59,1.89,1.75,2.62,1.91,2.12,2.81,2.45,2.03,2.26,2.36,2.35,2.15,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-0.3,0.09,0.09,0.08,0.37,-,-,-,0.04,-0.04,-0.01,Upgrade
Pretax Income,5.89,4.15,5.26,4.88,4.61,5.86,6.38,5.39,5.06,2.96,2.15,3.53,1.12,3.78,3.93,3.98,3.62,3.99,3.9,3.58,3.13,4.07,3.38,3.39,2.84,2.44,1.6,2.49,1.79,2.05,2.53,1.82,2.03,2.44,2.45,2.03,2.26,2.32,2.39,2.16,Upgrade
Income Tax,0.99,0.65,1.01,0.79,0.77,1.03,1.17,0.97,0.9,0.47,0.3,0.57,0.07,0.63,0.66,0.69,0.61,0.56,0.59,0.48,0.53,1.69,0.91,0.89,0.74,0.78,0.26,0.57,0.3,0.3,0.54,0.32,0.4,0.55,0.53,0.41,0.5,0.5,0.52,0.48,Upgrade
Net Income,4.9,3.5,4.25,4.09,3.83,4.84,5.2,4.43,4.17,2.49,1.85,2.97,1.04,3.14,3.27,3.29,3.01,3.43,3.3,3.1,2.61,2.39,2.46,2.51,2.1,1.66,1.34,1.93,1.49,1.75,1.98,1.51,1.63,1.89,1.92,1.61,1.76,1.82,1.87,1.69,Upgrade
Net Income Growth,27.73%,-27.60%,-18.35%,-7.59%,-8.02%,94.34%,180.84%,49.19%,300.29%,-20.76%,-43.32%,-9.85%,-65.43%,-8.29%,-1.06%,6.23%,15.59%,43.55%,34.20%,23.53%,24.05%,43.73%,83.32%,30.17%,41.22%,-5.14%,-32.24%,27.97%,-8.66%,-7.31%,3.34%,-6.58%,-7.66%,3.68%,2.84%,-4.39%,6.40%,43.50%,0.87%,2.74%,Upgrade
Shares Outstanding (Basic),8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Upgrade
Shares Change,37.57%,-3.36%,-5.61%,-7.53%,-8.52%,-6.44%,-3.63%,-0.56%,-,-0.69%,-1.66%,-2.21%,-1.01%,-0.82%,0.28%,1.00%,0.84%,0.73%,0.69%,0.61%,14.97%,42.83%,42.94%,57.59%,49.17%,20.16%,8.93%,-9.53%,-8.54%,-8.58%,0.97%,10.29%,0.97%,1.10%,1.04%,1.07%,1.09%,2.17%,2.26%,2.36%,Upgrade
EPS (Basic),0.60,0.52,0.73,0.70,0.65,0.81,0.85,0.70,0.65,0.39,0.29,0.47,0.16,0.48,0.51,0.51,0.46,0.53,0.51,0.48,0.41,0.37,0.39,0.42,0.39,0.36,0.30,0.47,0.40,0.46,0.48,0.36,0.40,0.46,0.47,0.40,0.43,0.45,0.46,0.42,Upgrade
EPS (Diluted),0.60,0.51,0.73,0.70,0.65,0.81,0.85,0.70,0.65,0.38,0.29,0.46,0.16,0.48,0.50,0.50,0.46,0.52,0.51,0.48,0.40,0.36,0.38,0.41,0.39,0.36,0.30,0.47,0.40,0.46,0.48,0.36,0.40,0.46,0.47,0.40,0.43,0.45,0.46,0.41,Upgrade
EPS Growth,-7.69%,-37.04%,-14.12%,0%,0%,113.16%,193.10%,52.17%,306.25%,-20.83%,-42.00%,-8.00%,-65.22%,-7.69%,-1.96%,4.17%,15.00%,42.47%,34.21%,15.66%,2.56%,0%,26.67%,-11.70%,-1.27%,-20.65%,-37.50%,28.77%,0%,1.10%,3.23%,-7.59%,-8.14%,2.25%,1.09%,-4.82%,4.88%,41.27%,-1.08%,-2.35%,Upgrade
Free Cash Flow Per Share,0.76,1.01,0.98,0.64,0.41,0.66,0.74,0.57,0.42,1.46,0.44,-0.14,0.43,0.51,0.63,0.59,0.06,0.87,0.48,0.32,0.21,1.33,1.14,-0.19,-0.34,0.01,0.25,0.60,0.54,0.46,0.49,0.58,0.08,0.41,0.57,0.38,0.24,0.37,0.60,0.71,Upgrade
Dividend Per Share,0.200,0.300,0.170,0.170,0.170,0.210,0.160,0.160,0.160,0.150,0.150,0.150,0.150,0.150,0.140,0.140,0.140,0.140,0.140,0.140,0.165,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,Upgrade
Dividend Growth,17.65%,42.86%,6.25%,6.25%,6.25%,40.00%,6.67%,6.67%,6.67%,0%,7.14%,7.14%,7.14%,7.14%,0%,0%,-15.15%,3.70%,3.70%,3.70%,22.22%,0%,0%,0%,0%,0%,0%,0%,3.85%,3.85%,3.85%,3.85%,0%,0%,0%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,33.29%,25.18%,37.18%,36.36%,35.78%,42.69%,44.65%,40.59%,37.84%,27.42%,23.42%,31.47%,13.33%,33.85%,33.87%,34.70%,32.57%,35.49%,35.46%,33.62%,29.90%,39.58%,31.63%,33.60%,28.07%,32.95%,22.08%,34.97%,26.45%,23.60%,36.34%,27.12%,30.92%,39.70%,35.82%,30.58%,34.85%,33.13%,36.16%,35.16%,Upgrade
Profit Margin,27.69%,21.23%,30.04%,30.49%,29.78%,35.21%,36.43%,33.30%,31.14%,23.09%,20.21%,26.43%,12.44%,28.16%,28.17%,28.71%,27.07%,30.50%,30.07%,29.10%,24.86%,23.19%,23.07%,24.83%,20.79%,22.45%,18.48%,26.00%,20.86%,23.56%,27.55%,21.38%,23.79%,26.68%,28.07%,24.32%,27.16%,25.55%,28.69%,27.58%,Upgrade
Free Cash Flow Margin,34.93%,35.19%,40.28%,27.94%,18.60%,28.76%,31.87%,27.06%,20.31%,86.43%,30.32%,-7.68%,33.42%,29.31%,35.03%,33.54%,3.47%,50.39%,28.06%,19.66%,12.86%,82.97%,68.51%,-12.14%,-18.86%,0.80%,15.44%,33.02%,28.17%,23.06%,28.19%,37.16%,4.66%,23.83%,34.21%,23.43%,15.13%,20.79%,37.61%,46.70%,Upgrade
