Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.42,0.23,0.27,0.27,0.92,0.22,0.4,0.06,-
Other Operating Expenses,2.48,0,0,0,0,0,0,0,0
Operating Expenses,2.89,0.23,0.27,0.27,0.92,0.22,0.4,0.06,-
Operating Income,-2.89,-0.23,-0.27,-0.27,-0.92,-0.22,-0.4,-0.06,-
Other Expense / Income,-2.18,-1.21,-0.48,-0.2,-0.04,-0.06,0.14,-0.36,-
Pretax Income,-0.71,0.98,0.22,-0.08,-0.88,-0.16,-0.54,0.3,-
Income Tax,0.45,0.23,0.03,0,0,0,0,0,-
Net Income,-1.16,0.75,0.19,-0.08,-0.88,-0.16,-0.54,0.3,-
Shares Outstanding (Basic),33,33,33,33,33,33,33,19,6
Shares Outstanding (Diluted),33,33,33,33,33,33,33,19,-
Shares Change,-0.11%,-,-,73.79%,490.19%,-,-,-,-
EPS (Basic),-0.04,0.02,0.01,-,-0.03,-,-0.02,0.02,-
EPS (Diluted),-0.04,0.02,0.01,-,-0.03,-,-0.02,0.02,-
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.00,-0.00,-0.00,-0.05,-
Effective Tax Rate,-,23.88%,11.94%,-,-,-,-,-,-
EBITDA,-0.71,0.98,0.22,-0.08,-0.88,-0.16,-0.54,0.3,-
EBIT,-0.71,0.98,0.22,-0.08,-0.88,-0.16,-0.54,0.3,-
