Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,999.82,952.16,895.02,864.82,846.06,869.7,865.04,840.52,803.91,798.43,776.57,682.45,664.83,728.9,710.43,708.2,698.96,643,664.47,651.92,626.69,633.74,621.29,614.49,600.47,582.36,581.69,568.75,551.47,545.53,540.46,521.97,523.89,503.58,515.36,506.85,509.07,488.03,486.81,468.95,Upgrade
Revenue Growth (YoY),18.17%,9.48%,3.47%,2.89%,5.24%,8.93%,11.39%,23.16%,20.92%,9.54%,9.31%,-3.64%,-4.88%,13.36%,6.92%,8.63%,11.53%,1.46%,6.95%,6.09%,4.37%,8.82%,6.81%,8.04%,8.88%,6.75%,7.63%,8.96%,5.26%,8.33%,4.87%,2.98%,2.91%,3.19%,5.86%,8.08%,10.68%,8.70%,11.43%,9.33%,Upgrade
Cost of Revenue,567.44,544.85,547.83,524.87,494.24,473.69,505.27,421.62,413.4,383.75,447.8,403.95,400.32,385.25,398.68,380.98,386.58,367.67,379.2,366.33,384.94,341.46,344.59,341.56,317.47,322.92,316.26,298.48,297.14,286.82,285.16,291.56,285,268.23,270.93,297.8,320.55,288.98,283.32,279.59,Upgrade
Gross Profit,432.38,407.31,347.19,339.95,351.83,396,359.78,418.9,390.51,414.68,328.76,278.5,264.51,343.65,311.75,327.22,312.38,275.34,285.27,285.59,241.75,292.28,276.71,272.93,283,259.44,265.43,270.27,254.33,258.71,255.3,230.41,238.89,235.36,244.43,209.05,188.53,199.06,203.5,189.35,Upgrade
"Selling, General & Admin",310.46,292.31,287.38,282.79,274.77,264.96,259.9,258.33,247.52,248.11,235.73,227.88,240.91,234.98,233.18,229.63,227.16,217.13,212.07,206.94,215.67,218.05,203.31,207.92,209.32,238.95,193.84,190.73,183.23,218.9,174.8,169.77,164.72,161.93,158.1,155.17,149.27,151.41,145.31,143.73,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.67,10.44,11.61,13.62,-29.59,9.05,8.27,12.28,9.71,5.44,8.94,8.61,4.01,8.13,3.85,Upgrade
Operating Expenses,310.46,292.31,287.38,282.79,274.77,264.96,259.9,258.33,247.52,248.11,235.73,227.88,240.91,234.98,233.18,229.63,227.16,217.13,212.07,206.94,215.67,218.05,203.31,207.92,209.32,203.29,204.28,202.34,196.85,189.31,183.85,178.04,177,171.64,163.54,164.11,157.88,155.42,153.44,147.58,Upgrade
Operating Income,121.93,115,59.82,57.16,77.06,131.04,99.88,160.56,142.99,166.57,93.04,50.62,23.6,108.67,78.58,97.59,85.22,58.2,73.2,78.65,26.08,74.23,73.4,65.01,73.68,56.16,61.16,67.93,57.48,69.4,71.45,52.38,61.89,63.72,80.88,44.95,30.65,43.64,50.06,41.77,Upgrade
Interest Expense / Income,7.17,7.25,7.18,7.25,7.17,7.2,7.24,7.37,7.36,7.53,7.78,7.93,7.6,7.38,7.4,7.37,11.53,6.07,6.07,6.13,6.15,6.08,6.09,6.08,6.11,5.83,5.71,5.62,5.61,5.6,5.61,5.61,5.6,6.52,5.56,5.43,5.56,9.39,5.57,5.57,Upgrade
Pretax Income,114.76,107.75,52.64,49.9,69.89,123.84,92.64,153.2,135.63,159.04,85.26,42.69,16,101.29,71.18,90.23,73.69,52.14,67.13,72.53,19.93,68.15,67.32,58.93,67.57,50.33,55.44,62.31,51.88,63.8,65.84,46.77,56.29,57.2,75.33,39.52,25.08,34.25,44.49,36.2,Upgrade
