Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",-0.04,0.38,0.46,0.46,0.87,0.94,0.03,1.29,0
Operating Expenses,-0.04,0.38,0.46,0.46,0.87,0.94,0.03,1.29,0
Operating Income,0.04,-0.38,-0.46,-0.46,-0.87,-0.94,-0.03,-1.29,0
Other Expense / Income,-5.32,-6.13,-4.58,-10.63,0.2,-1.26,-10.93,-0.33,-
Pretax Income,5.36,5.75,4.12,10.17,-1.07,0.32,10.9,-0.95,0
Income Tax,1.34,0.29,-0.2,0,0,0,0,0,0
Net Income,4.01,5.47,4.32,10.17,-1.07,0.32,10.9,-0.95,0
Net Income Growth,-,1602.65%,-60.41%,-,-,-,-,-,-
Shares Outstanding (Basic),13,13,13,13,13,13,13,13,6
Shares Outstanding (Diluted),13,13,13,13,13,13,13,13,6
Shares Change,-,-,-,-,100.00%,-,-,-,-
EPS (Basic),0.07,0.09,0.07,0.16,-0.01,0.01,0.17,-0.02,-
EPS (Diluted),0.07,0.09,0.07,0.16,-0.01,0.01,0.17,-0.02,-
EPS Growth,-,800.00%,-58.82%,-,-,-,-,-,-
Free Cash Flow Per Share,-0.01,-0.01,-0.02,-0.03,-0.01,-0.05,-0.12,-0.10,-
Effective Tax Rate,25.05%,4.97%,-4.86%,-,-,-,-,-,-
EBITDA,5.36,5.75,4.12,10.17,-1.07,0.32,10.9,-0.95,0
EBIT,5.36,5.75,4.12,10.17,-1.07,0.32,10.9,-0.95,0
