Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",1.17,1.23,1.17,1.22,1.2,0.94,0,0.01
Other Operating Expenses,0.05,0.05,0.05,0.05,-0.03,0.05,0.05,0.03
Operating Expenses,1.22,1.28,1.22,1.27,1.16,0.99,0.05,0.04
Operating Income,-1.22,-1.28,-1.22,-1.27,-1.16,-0.99,-0.05,-0.04
Other Expense / Income,-1.35,-1.56,-1.65,-3.38,-0.68,1.01,-,-
Pretax Income,0.13,0.28,0.43,2.11,-0.48,-1.99,-0.05,-0.04
Income Tax,0.3,0.16,-0,0,0,0,0,0
Net Income,-0.16,0.12,0.43,2.11,-0.48,-1.99,-0.05,-0.04
Shares Outstanding (Basic),22,22,22,22,13,18,5,5
Shares Outstanding (Diluted),22,22,22,22,13,18,5,5
Shares Change,66.51%,22.62%,349.38%,349.38%,-,-,-,-
EPS (Basic),-0.01,0.01,0.02,0.09,0.01,-0.11,-0.01,-0.01
EPS (Diluted),-0.01,0.01,0.02,0.09,0.01,-0.11,-0.01,-0.01
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.01,-0.04,-,-
Effective Tax Rate,221.35%,58.56%,-0.17%,-,-,-,-,-
EBITDA,0.13,0.28,0.43,2.11,-0.48,-1.99,-0.05,-0.04
EBIT,0.13,0.28,0.43,2.11,-0.48,-1.99,-0.05,-0.04
