Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-07-09
"Selling, General & Admin",0.29,0.18,0.18,0.21,0.21,0.26,0.01,0
Operating Expenses,0.29,0.18,0.18,0.21,0.21,0.26,0.01,0
Operating Income,-0.29,-0.18,-0.18,-0.21,-0.21,-0.26,-0.01,-0
Other Expense / Income,-3.34,-2.59,-1.35,-0.52,-0.07,-0.02,-,-
Pretax Income,3.05,2.41,1.17,0.31,-0.15,-0.25,-0.01,-0
Net Income,3.05,2.41,1.17,0.31,-0.15,-0.25,-0.01,-0
Shares Outstanding (Basic),38,38,38,38,38,16,7,6
Shares Outstanding (Diluted),38,38,38,38,38,16,7,6
Shares Change,-,139.51%,431.48%,511.20%,-,-,-,-
EPS (Basic),0.08,0.07,0.03,0.01,-,-0.02,-,-
EPS (Diluted),0.08,0.07,0.03,0.01,-,-0.02,-,-
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.00,-0.00,-0.05,-0.00,-0.00
EBITDA,3.05,2.41,1.17,0.31,-0.15,-0.25,-0.01,-0
EBIT,3.05,2.41,1.17,0.31,-0.15,-0.25,-0.01,-0
