Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",1.03,0.16,0.21,0.25,0.25,0.23,0,0.01
Operating Expenses,1.03,0.16,0.21,0.25,0.25,0.23,0,0.01
Operating Income,-1.03,-0.16,-0.21,-0.25,-0.25,-0.23,0,-0.01
Other Expense / Income,-0.53,-0.16,-0.01,-0,-0,-0,-,-
Pretax Income,-0.49,0,-0.19,-0.24,-0.24,-0.22,0,-0.01
Net Income,-0.49,0,-0.19,-0.24,-0.24,-0.22,0,-0.01
Shares Outstanding (Basic),15,15,15,12,15,14,3,3
Shares Outstanding (Diluted),15,15,15,12,15,14,3,3
Shares Change,-,5.23%,493.60%,363.26%,-,-,-,-
EPS (Basic),-0.03,-,-0.01,-0.02,-0.02,-0.02,-,-
EPS (Diluted),-0.03,-,-0.01,-0.02,-0.02,-0.02,-,-
Free Cash Flow Per Share,-0.02,-0.01,-0.02,-0.01,-0.01,-0.03,-,-
EBITDA,-0.49,0,-0.19,-0.24,-0.24,-0.22,0,-0.01
EBIT,-0.49,0,-0.19,-0.24,-0.24,-0.22,0,-0.01
