Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",1.68,3.99,1.15,0.42,0.35,0.25,0.26,0.15,0.04
Operating Expenses,1.68,3.99,1.15,0.42,0.35,0.25,0.26,0.15,0.04
Operating Income,-1.68,-3.99,-1.15,-0.42,-0.35,-0.25,-0.26,-0.15,-0.04
Other Expense / Income,0.64,14.04,-0.33,-6.44,-17.25,-2.01,5.09,6.03,-0
Pretax Income,-2.32,-18.02,-0.83,6.02,16.9,1.76,-5.35,-6.17,-0.03
Net Income,-2.32,-18.02,-0.83,6.02,16.9,1.76,-5.35,-6.17,-0.03
Shares Outstanding (Basic),43,43,43,43,43,28,43,13,8
Shares Outstanding (Diluted),43,43,43,43,43,28,43,13,8
Shares Change,-,51.87%,-,242.56%,475.03%,-,-,-,-
EPS (Basic),-0.05,-0.42,-0.02,0.14,0.39,0.14,-0.12,-0.49,-
EPS (Diluted),-0.05,-0.42,-0.02,0.14,0.39,0.14,-0.12,-0.49,-
Free Cash Flow Per Share,-0.02,-0.01,-0.00,-0.00,-0.01,-0.00,-0.03,-0.00,-
EBITDA,-2.32,-18.02,-0.83,6.02,16.9,1.76,-5.35,-6.17,-0.03
EBIT,-2.32,-18.02,-0.83,6.02,16.9,1.76,-5.35,-6.17,-0.03
