Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+27 Quarters
Revenue,767.37,624.75,703.12,686.39,802.63,683.54,689.92,"1,095.03",851.97,812,881.55,722.62,"1,012.58",823.35,898.42,971.65,871.94,783.95,972.12,843.26,690.48,"1,061.93","1,002.48","1,333.59",916.72,"1,192.24","1,066.05",907.86,490.81,716.74,672.06,579.5,632.62,542.34,508.85,466.2,503.84,430.63,421.29,401.26,Upgrade
Revenue Growth (YoY),-4.39%,-8.60%,1.91%,-37.32%,-5.79%,-15.82%,-21.74%,51.54%,-15.86%,-1.38%,-1.88%,-25.63%,16.13%,5.03%,-7.58%,15.23%,26.28%,-26.18%,-3.03%,-36.77%,-24.68%,-10.93%,-5.96%,46.89%,86.78%,66.34%,58.62%,56.66%,-22.42%,32.16%,32.07%,24.30%,25.56%,25.94%,20.78%,16.18%,15.61%,6.85%,2.77%,18.95%,Upgrade
Cost of Revenue,494.41,393.42,457.09,450.69,504.9,440.88,431.74,737.66,581.87,541.36,599.72,490.91,693.53,530.77,590.45,668.69,595.56,481.38,671.65,597.43,456.4,776.65,733.55,"1,092.81",665.36,912.48,819.99,708.78,348.79,544.08,514.7,449.06,478.49,418.07,376.1,342.5,365.83,317.33,313.04,297.17,Upgrade
Gross Profit,272.96,231.33,246.03,235.7,297.73,242.66,258.18,357.37,270.1,270.64,281.83,231.71,319.05,292.58,307.97,302.96,276.38,302.57,300.47,245.84,234.08,285.28,268.93,240.78,251.36,279.76,246.07,199.09,142.02,172.66,157.36,130.44,154.13,124.27,132.75,123.71,138.01,113.3,108.25,104.09,Upgrade
"Selling, General & Admin",188.06,199.16,215,215.11,215.4,214.5,207.18,216.97,198.23,197.31,184.89,171.67,204.92,141.13,230.6,176.54,192.99,177.99,172.87,155.66,171.94,201.52,196.9,185.57,239.17,272.24,254.25,219.09,159.27,150.11,135.06,129.59,156.04,123.38,114.03,110.5,123.61,111.52,108.05,102.48,Upgrade
Operating Expenses,188.06,199.16,215,215.11,215.4,214.5,207.18,216.97,198.23,197.31,184.89,171.67,204.92,141.13,230.6,176.54,192.99,177.99,172.87,155.66,171.94,201.52,196.9,185.57,239.17,272.24,254.25,219.09,159.27,150.11,135.06,129.59,156.04,123.38,114.03,110.5,123.61,111.52,108.05,102.48,Upgrade
Operating Income,84.89,32.17,31.03,20.59,82.34,28.16,51.01,140.4,71.87,73.33,96.94,60.04,114.13,151.45,77.36,126.42,83.39,124.57,127.6,90.18,62.14,83.76,72.02,55.21,12.19,7.52,-8.18,-20,-17.25,22.55,22.3,0.85,-1.91,0.88,18.72,13.21,14.4,1.79,0.2,1.61,Upgrade
Other Expense / Income,-4.19,-11.77,-8.74,52.08,38.72,-15.4,-32.29,-30.69,10.57,-23.28,-32.34,-4.41,304.96,-47.13,-57.51,-63.71,-86.29,-137.1,-101.51,-83.86,-102.86,-79.4,-119.82,-41.82,-81.81,-30.33,-40.86,-39.75,-80.9,-23.28,-67.75,-35.26,-34.54,-38.1,-43.75,-38.76,-20.69,-31.95,-26.53,-25.65,Upgrade
Pretax Income,89.08,43.93,39.76,-31.49,43.62,43.57,83.3,171.09,61.3,96.61,129.28,64.45,-190.83,198.57,134.87,190.13,169.68,261.67,229.11,174.04,165,163.15,191.85,97.03,94,37.86,32.68,19.75,63.65,45.83,90.05,36.11,32.63,38.98,62.47,51.97,35.08,33.73,26.73,27.26,Upgrade
Income Tax,18.47,8.56,7.64,6.35,32.67,9.32,15.89,32.7,13.48,21.29,29.97,18.66,33.85,30.24,36.87,42.86,57.08,66.42,57.26,43.82,38.13,50.89,51.5,27.29,19.41,5.77,1.68,0.39,8.56,3.95,9.93,3.11,5.56,4.19,7.27,7.27,10.38,4.74,5.8,6.23,Upgrade
Net Income,70.62,35.37,32.12,-37.84,10.95,34.25,67.41,138.39,47.83,75.32,99.31,45.79,-224.68,168.33,98.01,147.27,112.61,195.25,171.84,130.22,126.87,112.27,140.35,69.74,74.6,32.09,31,19.36,55.09,41.88,80.12,33,27.07,34.79,55.2,44.7,24.7,28.99,20.93,21.03,Upgrade
