Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",2.75,1.83,4.01,1.93,1.23,0.31,0,0.01
Operating Expenses,2.75,1.83,4.01,1.93,1.23,0.31,0,0.01
Operating Income,-2.75,-1.83,-4.01,-1.93,-1.23,-0.31,-0,-0.01
Other Expense / Income,-0.64,-0.9,-0.27,-0.02,-0,-0,-,-
Pretax Income,-2.11,-0.93,-3.74,-1.91,-1.22,-0.31,-0,-0.01
Net Income,-2.11,-0.93,-3.74,-1.91,-1.22,-0.31,-0,-0.01
Shares Outstanding (Basic),25,27,27,27,15,17,7,7
Shares Outstanding (Diluted),25,27,27,27,15,17,7,7
Shares Change,64.11%,59.76%,309.82%,309.82%,-,-,-,-
EPS (Basic),-0.10,-0.03,-0.14,-0.07,-0.07,-0.02,-,-
EPS (Diluted),-0.10,-0.03,-0.14,-0.07,-0.07,-0.02,-,-
Free Cash Flow Per Share,-0.03,-0.02,-0.01,-0.01,-0.02,-0.02,-,-
EBITDA,-2.11,-0.93,-3.74,-1.91,-1.22,-0.31,-0,-0.01
EBIT,-2.11,-0.93,-3.74,-1.91,-1.22,-0.31,-0,-0.01
