Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+29 Quarters
Revenue,11.62,12.66,13.9,12.79,12.66,12.1,12.29,12.94,11.21,11.7,10.4,10.56,10.35,11.22,10.59,11.39,10.15,10.53,10.7,11.19,15.63,11.8,9.61,9.63,9.2,10.19,8.71,8.29,8.36,8.98,8.81,8.43,7.71,9.35,8.71,8.37,8.62,8.79,7.87,7.86,Upgrade
Revenue Growth (YoY),-8.19%,4.64%,13.06%,-1.19%,12.91%,3.42%,18.18%,22.57%,8.27%,4.29%,-1.81%,-7.28%,1.99%,6.55%,-1.02%,1.72%,-35.05%,-10.75%,11.39%,16.24%,69.95%,15.74%,10.33%,16.13%,10.00%,13.57%,-1.18%,-1.59%,8.40%,-4.03%,1.22%,0.71%,-10.54%,6.45%,10.68%,6.44%,15.07%,20.46%,18.84%,13.24%,Upgrade
Gross Profit,11.62,12.66,13.9,12.79,12.66,12.1,12.29,12.94,11.21,11.7,10.4,10.56,10.35,11.22,10.59,11.39,10.15,10.53,10.7,11.19,15.63,11.8,9.61,9.63,9.2,10.19,8.71,8.29,8.36,8.98,8.81,8.43,7.71,9.35,8.71,8.37,8.62,8.79,7.87,7.86,Upgrade
"Selling, General & Admin",8.76,8.45,8.8,9.08,8.4,8.51,8.11,7.97,7.88,8.18,7.62,7.71,8,7.86,7.35,7.06,7.44,7.54,6.98,7.22,6.77,6.89,6.62,6.65,5.83,5.67,5.1,5.79,5.33,5.1,5.15,4.68,4.61,4.52,4.21,4.29,4.02,4.05,4.97,5.25,Upgrade
Other Operating Expenses,0.23,0.22,0.22,0.2,0.23,0.21,0.23,0.22,0.25,0.25,0.25,0.24,0.27,0.11,0.11,0.23,0.27,0.2,0.22,0.27,0.26,0.18,0.22,0.19,0.24,0.19,0.16,0.29,0.47,0.23,0.23,0.2,-0.27,0.25,0.3,0.41,0.51,0.46,0.42,0.06,Upgrade
Operating Expenses,8.99,8.67,9.01,9.29,8.63,8.72,8.33,8.19,8.13,8.43,7.87,7.94,8.27,7.97,7.46,7.28,7.71,7.75,7.2,7.49,7.03,7.07,6.84,6.84,6.07,5.85,5.25,6.09,5.79,5.33,5.38,4.87,4.34,4.77,4.51,4.7,4.52,4.51,5.39,5.31,Upgrade
Operating Income,2.63,4,4.88,3.5,4.03,3.39,3.96,4.75,3.08,3.27,2.53,2.61,2.09,3.25,3.14,4.1,2.44,2.79,3.5,3.71,8.6,4.73,2.77,2.79,3.13,4.34,3.45,2.21,2.57,3.64,3.43,3.55,3.38,4.58,4.2,3.66,4.1,4.28,2.48,2.55,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,-0.02,-,-,-,-0.05,-,-,-,-,-,-,-,Upgrade
Pretax Income,2.63,4,4.88,3.5,4.03,3.39,3.96,4.75,3.08,3.27,2.53,2.61,2.09,3.25,3.14,4.1,2.44,2.79,3.5,3.71,8.6,4.73,2.77,2.79,3.13,4.34,3.45,2.22,2.59,3.64,3.43,3.55,3.42,4.58,4.2,3.66,4.1,4.28,2.48,2.55,Upgrade
Income Tax,0.51,0.77,0.94,0.69,0.77,0.64,0.76,0.94,0.58,0.62,0.45,0.47,0.4,0.64,0.63,0.8,0.5,0.62,0.71,0.6,1.76,2.32,0.91,0.92,0.79,1.32,0.85,0.78,0.76,1.53,0.98,1.18,1.19,1.64,1.46,1.3,1.45,0.34,-0.14,-13.81,Upgrade
Net Income,2.12,3.23,3.95,2.81,3.26,2.74,3.2,3.81,2.5,2.65,2.08,2.14,1.68,2.62,2.51,3.3,1.95,2.16,2.79,3.1,6.84,2.41,1.86,1.87,2.34,3.02,2.61,1.44,1.83,2.12,2.45,2.37,2.23,2.94,2.74,2.37,2.65,3.93,2.61,16.36,Upgrade
Net Income Growth,-34.91%,17.65%,23.35%,-26.30%,30.56%,3.63%,53.65%,77.79%,48.28%,1.19%,-16.89%,-35.14%,-13.42%,20.90%,-10.28%,6.51%,-71.57%,-10.10%,50.03%,66.06%,191.89%,-20.36%,-28.59%,29.72%,28.44%,42.70%,6.54%,-39.19%,-18.12%,-27.99%,-10.57%,0.04%,-15.73%,-25.25%,4.71%,-85.53%,69.99%,160.29%,-,1093.51%,Upgrade
Shares Outstanding (Basic),9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,13,13,13,14,14,14,14,15,15,15,16,19,Upgrade
Shares Outstanding (Diluted),9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,13,13,13,14,14,14,14,15,15,15,15,16,-,Upgrade
Shares Change,0.61%,-1.41%,-4.00%,-4.65%,-4.70%,-3.38%,-2.37%,-2.96%,-4.12%,-4.28%,-3.16%,-2.26%,-2.38%,-4.31%,-4.56%,-3.46%,-1.12%,1.66%,0.40%,-0.90%,-1.59%,-3.37%,-13.19%,-16.20%,-18.61%,-18.60%,-11.21%,-9.96%,-9.11%,-9.14%,-7.25%,-7.97%,-7.54%,-6.49%,-9.49%,-19.59%,-18.34%,-12.86%,-8.74%,-,Upgrade
EPS (Basic),0.23,0.36,0.44,0.31,0.36,0.30,0.34,0.40,0.26,0.28,0.22,0.22,0.17,0.27,0.25,0.33,0.19,0.20,0.27,0.30,0.67,0.23,0.18,0.18,0.23,0.28,0.22,0.12,0.14,0.16,0.18,0.17,0.16,0.20,0.19,0.16,0.17,0.26,0.16,0.96,Upgrade
EPS (Diluted),0.23,0.35,0.43,0.31,0.36,0.30,0.34,0.40,0.26,0.28,0.21,0.22,0.17,0.26,0.25,0.33,0.19,0.21,0.27,0.30,0.66,0.23,0.18,0.18,0.22,0.27,0.22,0.11,0.14,0.16,0.18,0.17,0.16,0.20,0.19,0.16,0.17,0.25,0.16,0.95,Upgrade
EPS Growth,-36.11%,16.67%,26.47%,-22.50%,38.46%,7.14%,61.90%,81.82%,52.94%,7.69%,-16.00%,-33.33%,-10.53%,23.81%,-7.41%,10.00%,-71.21%,-8.70%,50.00%,66.67%,200.00%,-14.81%,-18.18%,63.64%,57.14%,68.75%,22.22%,-35.29%,-12.50%,-20.00%,-5.26%,6.25%,-5.88%,-20.00%,18.75%,-83.16%,88.89%,212.50%,-,1087.50%,Upgrade
Free Cash Flow Per Share,0.23,0.52,0.87,0.54,1.08,0.43,0.68,0.10,0.56,0.15,0.45,0.15,0.25,0.18,0.59,-0.20,0.44,0.22,0.26,0.35,0.76,-0.22,0.61,0.08,0.44,0.45,0.50,0.10,0.28,0.20,0.29,0.55,0.07,0.17,0.46,0.18,0.43,0.23,0.27,0.22,Upgrade
Dividend Per Share,0.130,0.120,0.120,0.120,0.120,0.110,0.110,0.110,0.110,0.100,0.100,0.100,0.100,0.090,0.090,0.090,0.080,0.080,0.080,0.080,0.070,0.070,0.070,0.070,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.050,0.050,0.050,0.050,0.040,0.040,0.040,Upgrade
Dividend Growth,8.33%,9.09%,9.09%,9.09%,9.09%,10.00%,10.00%,10.00%,10.00%,11.11%,11.11%,11.11%,25.00%,12.50%,12.50%,12.50%,14.29%,14.29%,14.29%,14.29%,16.67%,16.67%,16.67%,16.67%,0%,0%,0%,0%,0%,20.00%,20.00%,20.00%,20.00%,25.00%,25.00%,25.00%,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,22.61%,31.56%,35.13%,27.38%,31.85%,27.98%,32.20%,36.70%,27.48%,27.93%,24.35%,24.74%,20.15%,28.96%,29.61%,36.03%,24.06%,26.45%,32.70%,33.10%,55.04%,40.09%,28.84%,29.00%,34.02%,42.61%,39.66%,26.60%,30.71%,40.59%,38.93%,42.15%,43.76%,49.01%,48.21%,43.80%,47.53%,48.67%,31.49%,32.49%,Upgrade
Profit Margin,18.26%,25.48%,28.40%,21.96%,25.76%,22.66%,26.03%,29.45%,22.27%,22.61%,20.02%,20.30%,16.26%,23.30%,23.65%,29.02%,19.16%,20.54%,26.09%,27.72%,43.77%,20.39%,19.37%,19.40%,25.49%,29.64%,29.93%,17.37%,21.83%,23.59%,27.76%,28.11%,28.90%,31.43%,31.42%,28.29%,30.68%,44.76%,33.21%,208.18%,Upgrade
Free Cash Flow Margin,17.86%,37.07%,56.24%,38.13%,76.65%,32.16%,51.26%,7.09%,47.35%,12.65%,41.35%,13.66%,23.85%,16.14%,55.12%,-17.80%,44.10%,21.50%,25.19%,32.51%,49.46%,-19.21%,64.89%,8.28%,49.22%,46.32%,68.58%,14.92%,41.93%,28.59%,44.40%,89.53%,11.84%,26.30%,76.06%,32.01%,76.75%,41.28%,54.76%,51.63%,Upgrade
Effective Tax Rate,19.25%,19.29%,19.16%,19.77%,19.13%,19.02%,19.16%,19.77%,18.95%,19.03%,17.77%,17.96%,19.27%,19.54%,20.12%,19.45%,20.38%,22.33%,20.21%,16.28%,20.47%,49.13%,32.82%,33.09%,25.09%,30.46%,24.53%,35.11%,29.48%,41.89%,28.69%,33.31%,34.88%,35.86%,34.83%,35.40%,35.46%,8.02%,-5.45%,-540.68%,Upgrade
EBITDA,3.14,4.51,5.42,4.05,4.59,3.94,4.5,5.29,3.61,3.8,3.07,3.17,2.62,3.76,3.6,4.54,2.87,3.19,3.92,4.11,9,5.11,3.12,3.07,3.39,4.62,3.73,2.49,2.84,3.88,3.64,3.73,3.61,4.77,4.38,3.86,4.29,4.47,2.67,2.76,Upgrade
EBITDA Margin,27.04%,35.60%,38.99%,31.68%,36.23%,32.53%,36.57%,40.86%,32.22%,32.47%,29.53%,30.06%,25.34%,33.51%,34.03%,39.85%,28.27%,30.26%,36.62%,36.75%,57.61%,43.30%,32.45%,31.87%,36.85%,45.35%,42.79%,30.06%,33.96%,43.25%,41.27%,44.31%,46.74%,51.01%,50.35%,46.08%,49.74%,50.87%,33.99%,35.08%,Upgrade
Depreciation & Amortization,0.51,0.51,0.54,0.55,0.56,0.55,0.54,0.54,0.53,0.53,0.54,0.56,0.54,0.51,0.47,0.44,0.43,0.4,0.42,0.41,0.4,0.38,0.35,0.28,0.26,0.28,0.27,0.27,0.25,0.24,0.21,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.2,0.2,Upgrade
EBIT,2.63,4,4.88,3.5,4.03,3.39,3.96,4.75,3.08,3.27,2.53,2.61,2.09,3.25,3.14,4.1,2.44,2.79,3.5,3.71,8.6,4.73,2.77,2.79,3.13,4.34,3.45,2.22,2.59,3.64,3.43,3.55,3.42,4.58,4.2,3.66,4.1,4.28,2.48,2.55,Upgrade
EBIT Margin,22.61%,31.56%,35.13%,27.38%,31.85%,27.98%,32.20%,36.70%,27.48%,27.93%,24.35%,24.74%,20.15%,28.96%,29.61%,36.03%,24.06%,26.45%,32.70%,33.10%,55.04%,40.09%,28.84%,29.00%,34.02%,42.61%,39.66%,26.76%,30.95%,40.59%,38.93%,42.15%,44.38%,49.01%,48.21%,43.80%,47.53%,48.67%,31.49%,32.49%,Upgrade
