Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"4,363","3,918","4,279","4,254","3,926","4,015","4,035","3,960","3,921","3,843","3,847","4,010","4,108","4,778","3,861","3,924","3,899","4,007","4,069","4,138","4,178","3,728","4,016","3,956","3,843","3,790","3,941","3,776","3,730","3,726","3,790","3,852","3,738","3,761","4,591","3,711","3,629","3,569","3,749","3,979",Upgrade
Revenue Growth (YoY),11.13%,-2.42%,6.05%,7.42%,0.13%,4.48%,4.89%,-1.25%,-4.55%,-19.57%,-0.36%,2.19%,5.36%,19.24%,-5.11%,-5.17%,-6.68%,7.48%,1.32%,4.60%,8.72%,-1.64%,1.90%,4.77%,3.03%,1.72%,3.98%,-1.97%,-0.21%,-0.93%,-17.45%,3.80%,3.00%,5.38%,22.46%,-6.74%,0.72%,-3.31%,3.19%,11.18%,Upgrade
Gross Profit,"4,363","3,918","4,279","4,254","3,926","4,015","4,035","3,960","3,921","3,843","3,847","4,010","4,108","4,778","3,861","3,924","3,899","4,007","4,069","4,138","4,178","3,728","4,016","3,956","3,843","3,790","3,941","3,776","3,730","3,726","3,790","3,852","3,738","3,761","4,591","3,711","3,629","3,569","3,749","3,979",Upgrade
"Selling, General & Admin","2,324","2,405","2,194","2,170","2,224","2,200","2,089","2,025","2,087","2,134","1,974","1,958","1,989","2,222","1,980","1,952","2,031","2,245","2,000","2,035","2,057","2,012","2,038","2,013","2,045","2,083","2,013","1,982","2,001","2,100","2,021","2,024","2,069","2,108","2,095","2,055","2,126","2,205","2,107","2,156",Upgrade
Other Operating Expenses,658,696,"1,361",811,664,647,700,621,640,675,588,608,618,623,499,580,563,627,632,602,563,580,616,642,597,548,630,638,628,592,659,703,631,"1,416",873,891,613,672,672,666,Upgrade
Operating Expenses,"2,982","3,101","3,555","2,981","2,888","2,847","2,789","2,646","2,727","2,809","2,562","2,566","2,607","2,845","2,479","2,532","2,594","2,872","2,632","2,637","2,620","2,592","2,654","2,655","2,642","2,631","2,643","2,620","2,629","2,692","2,680","2,727","2,700","3,524","2,968","2,946","2,739","2,877","2,779","2,822",Upgrade
Operating Income,"1,381",817,724,"1,273","1,038","1,168","1,246","1,314","1,194","1,034","1,285","1,444","1,501","1,933","1,382","1,392","1,305","1,135","1,437","1,501","1,558","1,136","1,362","1,301","1,201","1,159","1,298","1,156","1,101","1,034","1,110","1,125","1,038",237,"1,623",765,890,692,970,"1,157",Upgrade
Other Expense / Income,145,132,94,173,112,109,80,51,46,136,135,278,256,120,98,111,122,104,106,112,105,414,-4,-6,10,9,-13,-7,1,166,-5,-4,-21,97,-16,-29,-16,-19,-24,-25,Upgrade
Pretax Income,"1,236",685,630,"1,100",926,"1,059","1,166","1,263","1,148",898,"1,150","1,166","1,245","1,813","1,284","1,281","1,183","1,031","1,331","1,389","1,453",722,"1,366","1,307","1,191","1,150","1,311","1,163","1,100",868,"1,115","1,129","1,059",140,"1,639",794,906,711,994,"1,182",Upgrade
Income Tax,260,142,242,231,153,196,219,241,221,148,213,216,265,373,246,264,237,150,220,286,282,-453,348,332,269,280,324,290,283,175,282,276,280,-93,556,217,232,172,19,339,Upgrade
Net Income,976,543,388,869,773,863,947,"1,022",927,750,937,950,980,"1,440","1,038","1,017",946,881,"1,111","1,103","1,171","1,175","1,018",975,922,870,987,873,817,693,833,853,779,233,"1,083",577,674,539,975,843,Upgrade
Preferred Dividends,71,34,69,34,74,41,66,31,69,48,61,49,36,49,36,48,36,49,36,48,36,49,35,49,42,48,13,48,13,56,13,23,13,24,13,23,13,26,13,12,Upgrade
Net Income Common,905,509,319,835,699,822,881,991,858,702,876,901,944,"1,391","1,002",969,910,832,"1,075","1,055","1,135","1,126",983,926,880,822,974,825,804,637,820,830,766,209,"1,070",554,661,513,962,831,Upgrade
Net Income Growth,29.47%,-38.08%,-63.79%,-15.74%,-18.53%,17.09%,0.57%,9.99%,-9.11%,-49.53%,-12.57%,-7.02%,3.74%,67.19%,-6.79%,-8.15%,-19.82%,-26.11%,9.36%,13.93%,28.98%,36.98%,0.92%,12.24%,9.45%,29.04%,18.78%,-0.60%,4.96%,204.78%,-23.36%,49.82%,15.89%,-59.26%,11.23%,-33.33%,-,-16.45%,33.61%,78.33%,Upgrade
Shares Outstanding (Basic),803,812,811,811,809,811,844,869,883,890,889,889,894,911,933,951,962,985,"1,000","1,010","1,017","1,025","1,035","1,036","1,041","1,051","1,062","1,073","1,080","1,089","1,098","1,114","1,119","1,121","1,127","1,134","1,139","1,143","1,149","1,153",Upgrade
Shares Outstanding (Diluted),808,816,815,814,814,817,849,873,886,892,891,891,897,917,936,954,966,989,"1,004","1,014","1,022","1,030","1,041","1,042","1,048","1,057","1,068","1,078","1,085","1,096","1,106","1,122","1,126","1,131","1,135","1,140","1,145","1,147","1,153","1,156",Upgrade
Shares Change,-0.77%,-0.20%,-4.06%,-6.86%,-8.09%,-8.32%,-4.72%,-1.92%,-1.23%,-2.74%,-4.77%,-6.64%,-7.17%,-7.28%,-6.77%,-5.96%,-5.46%,-4.03%,-3.60%,-2.64%,-2.48%,-2.48%,-2.49%,-3.38%,-3.46%,-3.61%,-3.43%,-3.91%,-3.64%,-3.06%,-2.58%,-1.55%,-1.59%,-1.41%,-1.54%,-1.40%,-1.23%,-1.45%,-1.61%,-2.28%,Upgrade
