Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.15,0.18,0.18,0.2,0.11,0.18,0.09,0.02
Operating Expenses,0.15,0.18,0.18,0.2,0.11,0.18,0.09,0.02
Operating Income,-0.15,-0.18,-0.18,-0.2,-0.11,-0.18,-0.09,-0.02
Other Expense / Income,-0.29,-0.26,-0.08,-0,-0,-0,-,-
Pretax Income,0.14,0.09,-0.1,-0.2,-0.11,-0.18,-0.09,-0.02
Net Income,0.14,0.09,-0.1,-0.2,-0.11,-0.18,-0.09,-0.02
Shares Outstanding (Basic),5,8,8,8,4,5,1,0
Shares Outstanding (Diluted),5,8,8,8,4,5,1,0
Shares Change,18.00%,56.36%,514.37%,3871.77%,-,-,-,-
EPS (Basic),-0.11,-0.26,-0.36,-0.34,-0.72,-0.32,-0.08,-0.11
EPS (Diluted),-0.11,-0.26,-0.36,-0.34,-0.72,-0.32,-0.08,-0.11
Free Cash Flow Per Share,-0.04,-0.04,-0.01,-0.01,-0.01,-0.07,-0.07,-0.09
EBITDA,0.14,0.09,-0.1,-0.2,-0.11,-0.18,-0.09,-0.02
EBIT,0.14,0.09,-0.1,-0.2,-0.11,-0.18,-0.09,-0.02
