Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,402,387,368,330,294,305,322,309,300,284,280,276,253,293,298,294,282,285,294,289,279,277.63,274.61,267.74,217.02,197.12,196.11,189.14,174.63,157.79,155.78,154.66,151.97,153.08,146.97,142.98,142.89,131.24,124.78,125.54,Upgrade
Revenue Growth (YoY),36.73%,26.89%,14.29%,6.80%,-2.00%,7.39%,15.00%,11.96%,18.58%,-3.07%,-6.04%,-6.12%,-10.28%,2.81%,1.36%,1.73%,1.08%,2.65%,7.06%,7.94%,28.56%,40.84%,40.03%,41.55%,24.27%,24.93%,25.88%,22.30%,14.91%,3.07%,5.99%,8.17%,6.35%,16.64%,17.78%,13.89%,19.91%,12.59%,4.06%,4.41%,Upgrade
Gross Profit,402,387,368,330,294,305,322,309,300,284,280,276,253,293,298,294,282,285,294,289,279,277.63,274.61,267.74,217.02,197.12,196.11,189.14,174.63,157.79,155.78,154.66,151.97,153.08,146.97,142.98,142.89,131.24,124.78,125.54,Upgrade
"Selling, General & Admin",183,166,165,160,168,155,158,158,160,179,147,141,158,158,137,142,136,137,135,145,134,128.28,125.26,124.86,109.8,85.84,95.84,94.12,86.2,99.2,75.37,75.76,74.67,93.74,73.13,71.94,71.57,86.94,65.27,64.71,Upgrade
Other Operating Expenses,37,45,30,33,59,27,26,24,25,20,33,35,37,19,41,33,30,33,36,38,37,37.71,38.49,38.85,77.76,37.83,25.21,35.51,50.44,2.05,22.78,20.74,19.99,2.92,22.72,20.64,22.6,5.13,17.91,19.42,Upgrade
Operating Expenses,220,211,195,193,227,182,184,182,185,199,180,176,195,177,178,175,166,170,171,183,171,165.99,163.74,163.71,187.56,123.67,121.05,129.63,136.65,101.25,98.15,96.5,94.66,96.66,95.85,92.58,94.17,92.07,83.17,84.13,Upgrade
Operating Income,182,176,173,137,67,123,138,127,115,85,100,100,58,116,120,119,116,115,123,106,108,111.64,110.87,104.02,29.46,73.45,75.06,59.51,37.98,56.54,57.63,58.16,57.31,56.43,51.13,50.39,48.72,39.17,41.61,41.41,Upgrade
Pretax Income,182,176,173,137,67,123,138,127,115,85,100,100,58,116,120,119,116,115,123,106,108,111.64,110.87,104.02,29.46,73.45,75.06,59.51,37.98,56.54,57.63,58.16,57.31,56.43,51.13,50.39,48.72,39.17,41.61,41.41,Upgrade
Income Tax,35,37,35,28,14,24,27,25,22,13,17,16,11,21,17,24,22,15,22,21,21,87.72,33.18,29.62,6.48,22.05,22.89,18.21,11.85,17.42,17.58,18.03,16.97,17.12,15.74,15.56,14.2,10.73,9.98,12.22,Upgrade
Net Income,147,139,138,109,53,99,111,102,93,72,83,84,47,95,103,95,94,100,101,85,87,23.92,77.69,74.41,22.98,51.4,52.17,41.3,26.13,39.12,40.05,40.13,40.34,39.3,35.39,34.83,34.52,28.44,31.63,29.19,Upgrade
