Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2021-01-22
"Selling, General & Admin",1.71,0,3.26,0.42,0.14,0.8,0.17,0.08,0.01
Operating Expenses,1.71,0,3.26,0.42,0.14,0.8,0.17,0.08,0.01
Operating Income,-1.71,-0,-3.26,-0.42,-0.14,-0.8,-0.17,-0.08,-0.01
Other Expense / Income,-3.2,-3.34,-4.87,-8.84,0.33,-1.26,-9.24,0.82,-
Pretax Income,1.49,3.34,1.61,8.42,-0.46,0.47,9.08,-0.9,-0.01
Net Income,1.49,3.34,1.61,8.42,-0.46,0.47,9.08,-0.9,-0.01
Net Income Growth,-,616.92%,-82.22%,-,-,-,-,-,-
Shares Outstanding (Basic),43,43,43,43,43,43,43,16,8
Shares Outstanding (Diluted),43,43,43,43,43,43,43,16,8
Shares Change,0.23%,-,-,173.62%,473.67%,-,-,-,-
EPS (Basic),0.03,0.08,-,0.19,-0.03,0.01,-,-0.06,-
EPS (Diluted),0.03,0.08,0.04,0.19,-,0.01,0.21,-0.06,-
EPS Growth,-,700.00%,-80.95%,-,-,-,-,-,-
Free Cash Flow Per Share,-0.00,-,-0.01,-0.02,-0.00,-0.00,-0.00,-,-
EBITDA,1.49,3.34,1.61,8.42,-0.46,0.47,9.08,-0.9,-0.01
EBIT,1.49,3.34,1.61,8.42,-0.46,0.47,9.08,-0.9,-0.01
