Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+26 Quarters
Revenue,113.24,123.64,78.83,119.18,97.35,259.15,105.64,137.93,123.35,604.76,111.95,101.08,79.23,271.8,98.85,103.51,123.19,175.22,93.83,109.77,128.41,438.24,132,148.95,139.15,281.26,148.11,152.56,188.44,342.83,325.9,321.4,332.85,687.65,306.69,262.47,285.48,"1,100.78",279.77,229.16,Upgrade
Revenue Growth (YoY),16.32%,-52.29%,-25.38%,-13.59%,-21.08%,-57.15%,-5.64%,36.46%,55.69%,122.50%,13.26%,-2.35%,-35.69%,55.12%,5.35%,-5.70%,-4.06%,-60.02%,-28.92%,-26.30%,-7.72%,55.81%,-10.87%,-2.37%,-26.16%,-17.96%,-54.56%,-52.53%,-43.39%,-50.14%,6.27%,22.45%,16.59%,-37.53%,9.62%,14.53%,-0.26%,48.90%,66.55%,28.44%,Upgrade
Cost of Revenue,0.55,-0.19,1.03,1.67,0.24,2.82,0,0,0,0,0.03,0.02,0,0,0.51,0.08,0.06,0.3,-0.01,0.02,0.08,0.02,8.82,0.46,0.08,0.03,0.02,0.03,0.27,82.92,82.58,78.38,59.89,58.67,50.08,38.46,38.68,29.03,31.97,23.51,Upgrade
Gross Profit,112.69,123.83,77.8,117.51,97.1,256.33,105.64,137.93,123.35,604.76,111.92,101.06,79.23,271.8,98.34,103.42,123.14,174.92,93.83,109.74,128.33,438.22,123.18,148.49,139.07,281.23,148.09,152.53,188.18,259.91,243.33,243.02,272.96,628.98,256.6,224.01,246.8,"1,071.75",247.8,205.65,Upgrade
"Selling, General & Admin",102.42,133.28,95.42,106.17,105.1,238.84,92.75,84.47,116.61,239.89,91.5,207.91,102.13,209.06,126.62,109.14,123.5,139.99,124.92,123.01,106.77,260.28,107.63,104.84,115.87,290.27,113.88,330.27,321.93,331.29,136.09,83.39,119.75,316.55,97.28,109.93,101.77,399.02,104.63,111.01,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,Upgrade
Operating Expenses,102.42,133.28,95.42,106.17,105.1,238.84,92.75,84.47,116.61,239.89,91.5,207.91,102.13,209.06,126.62,109.14,123.5,139.99,124.92,123.01,106.77,260.28,107.63,104.84,115.87,290.27,113.88,330.27,321.93,333.3,140.1,87.41,123.77,320.56,101.3,113.95,105.79,403.04,108.66,115.03,Upgrade
Operating Income,10.27,-9.44,-17.62,11.35,-8,17.49,12.89,53.46,6.74,364.87,20.42,-106.85,-22.9,62.74,-28.28,-5.71,-0.36,34.93,-31.09,-13.27,21.55,177.94,15.55,43.64,23.2,-9.04,34.21,-177.75,-133.75,-73.4,103.22,155.61,149.19,308.41,155.31,110.07,141.02,668.71,139.14,90.63,Upgrade
Interest Expense / Income,5.6,4.93,3.88,3.43,3.29,3.31,3.28,4.14,4.87,6.16,4.49,4.67,5.78,5.85,6.32,6.52,6.21,5.26,4.82,7.51,6.6,6.15,5.61,5.15,6.28,6.32,6.13,5.94,5.39,5.41,5.38,5.41,5.25,3.12,1.69,1.69,1.67,1.72,1.83,1.74,Upgrade
Other Expense / Income,-17.74,-9.55,0.97,24.58,-32.06,0.32,5.3,14.47,23.88,47.95,-3.76,-70.87,8.23,-13.24,-8.01,-13.74,-2.68,17.78,-20.52,-5.99,8.45,-135.09,2.27,22.15,9.17,4.22,3.81,-116.02,-88.32,-69.11,68,63.42,92.92,172.6,94.31,76.33,81.91,422.64,96.46,71.97,Upgrade
Pretax Income,22.42,-4.83,-22.47,-16.66,20.78,13.86,4.32,34.86,-22.01,310.77,19.7,-40.65,-36.91,70.14,-26.59,1.51,-3.9,11.89,-15.4,-14.78,6.5,306.88,7.67,16.34,7.75,-19.59,24.27,-67.66,-50.82,-9.69,29.84,86.79,51.03,132.69,59.31,32.04,57.44,244.36,40.85,16.92,Upgrade
Income Tax,12.75,-6.25,0.23,-7.91,6.97,-6.28,8.65,13.05,-1.72,93.24,9.4,-17.4,-9.97,22.04,-1.45,10.13,3.39,12.87,-0.86,-2.52,3.01,300.32,1.94,3.24,12.06,-28.55,9.99,10.91,18.54,12.62,12.42,82.03,25.16,48.02,36.11,21.33,33.59,45.29,12,13.1,Upgrade
Net Income,9.67,1.42,-22.69,-8.75,13.81,20.14,-4.34,21.81,-20.29,217.53,10.3,-23.25,-26.94,48.1,-25.14,-8.63,-7.28,-0.98,-14.54,-12.26,3.49,6.56,5.73,13.1,-4.31,8.96,14.29,-78.57,-69.36,-22.31,17.42,4.76,25.87,84.68,23.2,10.72,23.85,199.06,28.85,3.82,Upgrade
Preferred Dividends,1.18,-0.26,-0.17,-0.7,-3.07,25.92,0,0,0,1.35,2.29,1.99,1.33,0,0,0,-44.36,0,0,0,0,0,0,0,2.85,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,8.49,1.68,-22.52,-8.05,16.88,-5.79,-4.34,21.81,-20.29,216.17,8.02,-25.24,-28.27,48.1,-25.14,-8.63,37.08,-0.98,-14.54,-12.26,3.49,6.56,5.73,13.1,-7.16,2.88,14.29,-78.57,-69.36,-22.31,17.42,4.76,25.87,84.68,23.2,10.72,23.85,199.06,28.85,3.82,Upgrade
Net Income Growth,-49.70%,-,-,-,-,-,-,-,-,349.42%,-,-,-,-,-,-,962.55%,-,-,-,-,127.85%,-59.92%,-,-,-,-17.98%,-,-,-,-24.93%,-55.58%,8.46%,-57.46%,-19.58%,180.67%,-20.59%,256.92%,-,-,Upgrade
Shares Outstanding (Basic),25,24,25,26,27,26,25,25,24,23,23,23,22,21,21,21,20,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,16,16,15,Upgrade
Shares Outstanding (Diluted),54,25,25,27,44,41,25,55,40,50,50,39,38,46,21,37,21,19,19,19,46,19,19,19,19,48,48,48,18,18,48,18,18,18,48,48,18,47,48,16,Upgrade
Shares Change,22.75%,-39.91%,-2.22%,-51.87%,9.58%,-17.88%,-49.06%,42.95%,4.05%,7.71%,137.90%,5.16%,78.30%,139.43%,8.52%,90.66%,-52.95%,1.71%,3.45%,3.45%,145.29%,-60.43%,-61.19%,-61.20%,2.01%,168.39%,-0.89%,163.47%,1.33%,0.47%,0.64%,-62.06%,2.41%,-61.96%,1.22%,207.82%,16.03%,221.35%,231.26%,10.00%,Upgrade
EPS (Basic),0.34,0.05,-0.91,-0.32,0.63,-0.23,-0.17,0.87,-0.85,9.57,0.35,-1.12,-1.27,2.32,-1.20,-0.42,1.81,-0.05,-0.75,-0.64,0.18,0.38,0.30,0.70,-0.40,0.14,0.80,-4.30,-3.80,-1.30,1.00,0.30,1.50,4.90,1.30,0.60,1.40,12.70,1.80,0.30,Upgrade
EPS (Diluted),0.05,0.02,-0.91,-0.89,-0.29,-0.06,-0.17,0.40,-0.99,5.71,0.25,-1.77,-1.27,1.45,-1.20,-0.46,1.73,-0.05,-0.75,-0.64,0.18,0.37,0.30,0.70,-0.40,0.21,0.50,-4.40,-3.80,-1.20,0.60,0.30,1.40,4.80,0.90,0.50,1.40,12.20,1.50,0.20,Upgrade
EPS Growth,-,-,-,-,-,-,-,-,-,293.79%,-,-,-,-,-,-,861.11%,-,-,-,-,76.19%,-40.00%,-,-,-,-16.67%,-,-,-,-33.33%,-40.00%,0%,-60.66%,-40.00%,150.00%,-30.00%,197.56%,-,-,Upgrade
Free Cash Flow Per Share,-2.54,-0.54,0.41,-9.62,-3.44,0.71,4.20,3.27,11.14,-4.58,4.87,0.67,-0.69,1.17,6.84,3.78,-1.76,1.97,-3.21,2.46,8.26,3.85,-15.47,-3.10,2.29,-20.31,3.63,1.33,-0.49,1.25,13.47,0.43,7.26,7.30,8.69,0.48,34.32,11.28,13.59,4.98,Upgrade
Dividend Per Share,-,0.010,0.130,0.110,-,0.280,0.540,0.300,2.350,-,-,-,0.530,0.030,0.320,0.370,0.230,0.200,0.200,0.200,0.700,0.200,0.200,0.200,0.100,-,-,-,-,0.400,1.400,2.200,4.700,2.000,1.700,2.300,11.200,2.500,1.400,2.800,Upgrade
Dividend Growth,-,-96.43%,-75.93%,-63.33%,-,-,-,-,343.40%,-,-,-,130.43%,-85.00%,60.00%,85.00%,-67.14%,0%,0%,0%,600.00%,-,-,-,-,-,-,-,-,-80.00%,-17.65%,-4.35%,-58.04%,-20.00%,21.43%,-17.86%,49.33%,108.33%,0%,180.00%,Upgrade
Gross Margin,99.52%,100.15%,98.69%,98.60%,99.75%,98.91%,100.00%,100.00%,100.00%,100.00%,99.97%,99.98%,100.00%,100.00%,99.49%,99.92%,99.96%,99.83%,100.01%,99.98%,99.93%,99.99%,93.32%,99.69%,99.94%,99.99%,99.99%,99.98%,99.86%,75.81%,74.66%,75.61%,82.01%,91.47%,83.67%,85.35%,86.45%,97.36%,88.57%,89.74%,Upgrade
Operating Margin,9.07%,-7.64%,-22.35%,9.52%,-8.21%,6.75%,12.20%,38.76%,5.46%,60.33%,18.24%,-105.71%,-28.90%,23.08%,-28.61%,-5.52%,-0.30%,19.93%,-33.14%,-12.09%,16.78%,40.60%,11.78%,29.30%,16.67%,-3.22%,23.10%,-116.51%,-70.98%,-21.41%,31.67%,48.42%,44.82%,44.85%,50.64%,41.94%,49.40%,60.75%,49.73%,39.55%,Upgrade
