Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.66,0.34,0.38,1.99,0.42,0.55,0,0,0
Other Operating Expenses,0,0,0,0,0,0.14,0,0,0
Operating Expenses,0.66,0.34,0.38,1.99,0.42,0.7,0,0,0
Operating Income,-0.66,-0.34,-0.38,-1.99,-0.42,-0.7,0,-0,-0
Other Expense / Income,-1.77,-1.52,-0.86,-0.25,-0.04,-0.02,-,-,-0
Pretax Income,1.11,1.18,0.48,-1.74,-0.38,-0.68,0,-0,-0
Income Tax,0.36,0.3,0.17,0,0,0,0,0,0
Net Income,0.74,0.88,0.31,-1.74,-0.38,-0.68,0,-0,-0
Shares Outstanding (Basic),21,21,21,21,21,8,4,4,4
Shares Outstanding (Diluted),21,21,21,21,21,8,4,4,4
Shares Change,-,174.61%,450.00%,450.00%,450.00%,-,-,-,-
EPS (Basic),0.04,0.05,0.02,-0.08,-0.02,-0.09,-,-,-
EPS (Diluted),0.04,0.05,0.02,-0.08,-0.02,-0.09,-,-,-
Free Cash Flow Per Share,-0.01,-0.02,-0.01,-0.01,-0.02,-0.11,-,-,-
Effective Tax Rate,32.65%,25.10%,35.41%,-,-,-,-,-,-
EBITDA,1.11,1.18,0.48,-1.74,-0.38,-0.68,0,-0,-0
EBIT,1.11,1.18,0.48,-1.74,-0.38,-0.68,0,-0,-0
