Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,514.21,534.71,491.02,442.64,356.27,451.52,533.06,506.76,482.47,502.52,501.69,376.06,347.91,430.7,453.55,452.5,427.37,413.14,404.82,394.96,380.73,390.7,394.16,387.46,371.48,337.95,365.16,348.15,304.99,311.5,334.57,348.02,333.74,321.57,331.76,332.24,301.58,330.46,319.82,332.23,Upgrade
Revenue Growth (YoY),44.33%,18.42%,-7.89%,-12.65%,-26.16%,-10.15%,6.25%,34.76%,38.68%,16.68%,10.61%,-16.89%,-18.59%,4.25%,12.04%,14.57%,12.25%,5.74%,2.70%,1.94%,2.49%,15.61%,7.94%,11.29%,21.80%,8.49%,9.14%,0.04%,-8.62%,-3.13%,0.85%,4.75%,10.66%,-2.69%,3.73%,0.00%,-11.33%,-3.03%,-10.16%,-11.55%,Upgrade
Gross Profit,514.21,534.71,491.02,442.64,356.27,451.52,533.06,506.76,482.47,502.52,501.69,376.06,347.91,430.7,453.55,452.5,427.37,413.14,404.82,394.96,380.73,390.7,394.16,387.46,371.48,337.95,365.16,348.15,304.99,311.5,334.57,348.02,333.74,321.57,331.76,332.24,301.58,330.46,319.82,332.23,Upgrade
"Selling, General & Admin",280.92,288.42,265.95,246.42,251.53,264.25,263.56,254.48,254.71,260.92,262.91,257.45,238.42,252.52,247.04,244.21,259.1,251.21,223.26,216.12,212.11,232.59,229.47,225.5,214.94,224.46,217.32,216.44,205.71,197.48,197.9,203.16,196.63,199.17,196.21,193.21,165.41,192,184.82,189.48,Upgrade
Other Operating Expenses,24.9,30.04,28.8,27.23,26.08,35.25,27.72,36.68,41.07,41.75,34.13,38.52,30.2,37.14,32.25,32.93,28.06,33.43,29.36,30.35,32.32,31.4,36.46,25.39,29.78,41.08,40.77,34.94,36.86,26.71,26.72,23.96,23.63,26.71,25.63,21.5,19.69,23.42,25.48,21.44,Upgrade
Operating Expenses,305.81,318.46,294.75,273.66,277.62,299.5,291.28,291.15,295.78,302.67,297.04,295.97,268.62,289.66,279.29,277.14,287.16,284.64,252.62,246.48,244.43,263.99,265.93,250.89,244.71,265.55,258.09,251.39,242.57,224.19,224.63,227.11,220.27,225.88,221.83,214.71,185.1,215.42,210.3,210.92,Upgrade
Operating Income,208.4,216.26,196.27,168.98,78.65,152.03,241.78,215.6,186.69,199.85,204.64,80.09,79.28,141.04,174.25,175.36,140.22,128.5,152.21,148.49,136.3,126.71,128.23,136.57,126.77,72.41,107.07,96.77,62.42,87.32,109.94,120.9,113.48,95.69,109.93,117.53,116.48,115.04,109.52,121.31,Upgrade
Other Expense / Income,0.13,-0.04,0.08,0.01,-0.04,-0.13,-0.6,0.69,-1.75,0.49,0.06,-0.41,-0.1,0.43,-0.37,0.22,-0.35,-0.08,0.29,0.78,-0.22,-0.13,0.14,0.72,0.31,-0.12,0.84,0.47,-1.58,1.48,0.93,1.04,0.25,1.26,0.49,0.83,0.45,0.95,0.32,-0.04,Upgrade
Pretax Income,208.27,216.29,196.19,168.97,78.69,152.15,242.38,214.92,188.44,199.36,204.59,80.5,79.38,140.61,174.63,175.14,140.56,128.58,151.92,147.7,136.51,126.84,128.09,135.85,126.46,72.52,106.23,96.3,63.99,85.84,109.02,119.86,113.23,94.43,109.43,116.7,116.03,114.09,109.2,121.35,Upgrade
Income Tax,45.91,47.86,39.68,36.12,16.2,34.84,54.06,48.5,42.38,45.14,50.55,15.8,17.3,30.26,32.4,37.58,29.95,20.12,34.66,33.33,30.95,54.35,42.44,47.71,38.1,22.5,31.96,30.5,21.43,26.24,34.13,40.63,38.38,30.11,33.8,40.8,39.44,41.12,33.46,41.42,Upgrade
