Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+81 Quarters
Revenue,"13,226","13,149","12,778","12,985","11,768","12,092","11,119","10,849","9,739","9,462","8,086","6,120","7,689","10,341","10,110","9,977","9,555","9,520","9,327","9,196","8,943","8,873","8,520","8,589","8,136","10,715","7,270","7,772","7,654","7,819","7,664","7,817","7,530","8,499","7,815","8,142","7,688","7,964","7,882","7,727",Upgrade
Revenue Growth (YoY),12.39%,8.74%,14.92%,19.69%,20.83%,27.80%,37.51%,77.27%,26.66%,-8.50%,-20.02%,-38.66%,-19.53%,8.62%,8.39%,8.49%,6.84%,7.29%,9.47%,7.07%,9.92%,-17.19%,17.19%,10.51%,6.30%,37.04%,-5.14%,-0.58%,1.65%,-8.00%,-1.93%,-3.99%,-2.06%,6.72%,-0.85%,5.37%,2.99%,2.71%,6.76%,2.97%,Upgrade
Gross Profit,"13,226","13,149","12,778","12,985","11,768","12,092","11,119","10,849","9,739","9,462","8,086","6,120","7,689","10,341","10,110","9,977","9,555","9,520","9,327","9,196","8,943","8,873","8,520","8,589","8,136","10,715","7,270","7,772","7,654","7,819","7,664","7,817","7,530","8,499","7,815","8,142","7,688","7,964","7,882","7,727",Upgrade
"Selling, General & Admin","8,514","8,339","7,971","8,313","7,032","7,399","6,872","6,470","5,559","5,720","5,234","4,060","5,492","6,298","5,934","5,795","5,448","5,637","5,392","5,376","5,018","5,233","4,879","4,945","4,610","6,954","4,037","4,286","4,050","4,141","4,091","4,052","3,815","4,578","3,973","4,582","3,931","4,099","4,187","4,123",Upgrade
Other Operating Expenses,"2,545","2,939","2,348","2,129","2,024","2,387","1,797","1,439","1,187","1,884","1,488","1,438","1,745","2,057","1,910","1,963","2,149","2,052","1,817","1,729","1,843","1,842","1,810","1,687","1,687","2,654","1,498",470,"1,420","2,224","1,635","1,535","1,399","1,696","1,596","1,248","1,549","1,885","1,691","1,609",Upgrade
Operating Expenses,"11,059","11,278","10,319","10,442","9,056","9,786","8,669","7,909","6,746","7,604","6,722","5,498","7,237","8,355","7,844","7,758","7,597","7,689","7,209","7,105","6,861","7,075","6,689","6,632","6,297","9,608","5,535","4,756","5,470","6,365","5,726","5,587","5,214","6,274","5,569","5,830","5,480","5,984","5,878","5,732",Upgrade
Operating Income,"2,167","1,871","2,459","2,543","2,712","2,306","2,450","2,940","2,993","1,858","1,364",622,452,"1,986","2,266","2,219","1,958","1,831","2,118","2,091","2,082","1,798","1,831","1,957","1,839","1,107","1,735","3,016","2,184","1,454","1,938","2,230","2,316","2,225","2,246","2,312","2,208","1,980","2,004","1,995",Upgrade
Pretax Income,"2,167","1,871","2,459","2,543","2,712","2,306","2,450","2,940","2,993","1,858","1,364",622,452,"1,986","2,266","2,219","1,958","1,831","2,118","2,091","2,082","1,798","1,831","1,957","1,839","1,107","1,735","3,016","2,184","1,454","1,938","2,230","2,316","2,225","2,246","2,312","2,208","1,980","2,004","1,995",Upgrade
Income Tax,351,299,580,579,613,587,624,660,758,420,291,365,85,293,511,458,408,-179,464,468,448,"3,004",472,613,588,315,593,"1,001",758,555,672,757,791,778,769,783,776,672,638,590,Upgrade
Net Income,"1,816","1,572","1,879","1,964","2,099","1,719","1,826","2,280","2,235","1,438","1,073",257,367,"1,693","1,755","1,761","1,550","2,010","1,654","1,623","1,634","-1,206","1,359","1,344","1,251",792,"1,142","2,015","1,426",899,"1,266","1,473","1,525","1,447","1,477","1,529","1,432","1,308","1,366","1,405",Upgrade
Net Income Growth,-13.48%,-8.55%,2.90%,-13.86%,-6.09%,19.54%,70.18%,787.16%,508.99%,-15.06%,-38.86%,-85.41%,-76.32%,-15.77%,6.11%,8.50%,-5.14%,-,21.71%,20.76%,30.62%,-,19.00%,-33.30%,-12.27%,-11.90%,-9.79%,36.80%,-6.49%,-37.87%,-14.29%,-3.66%,6.49%,10.63%,8.13%,8.83%,11.87%,105.34%,9.28%,4.93%,Upgrade
Shares Outstanding (Basic),743,751,748,752,757,789,786,801,804,805,804,804,807,828,825,834,841,856,858,860,859,883,878,890,899,933,920,938,961,999,994,"1,009","1,019","1,045","1,041","1,052","1,060","1,082","1,074","1,090",Upgrade
Shares Outstanding (Diluted),744,752,749,753,758,790,787,802,805,806,805,805,808,830,827,836,843,859,860,862,861,886,881,893,903,935,923,941,963,"1,003",997,"1,013","1,023","1,051","1,047","1,058","1,067","1,089","1,081","1,097",Upgrade
Shares Change,-1.85%,-4.81%,-4.83%,-6.11%,-5.84%,-1.99%,-2.24%,-0.37%,-0.37%,-2.89%,-2.66%,-3.71%,-4.15%,-3.38%,-3.84%,-3.02%,-2.09%,-3.05%,-2.38%,-3.47%,-4.65%,-5.24%,-4.55%,-5.10%,-6.23%,-6.78%,-7.42%,-7.11%,-5.87%,-4.57%,-4.78%,-4.25%,-4.12%,-3.49%,-3.15%,-3.56%,-3.53%,-2.51%,-4.51%,-4.77%,Upgrade
EPS (Basic),2.41,2.09,2.47,2.57,2.73,2.22,2.27,2.81,2.74,1.76,1.31,0.29,0.41,2.03,2.09,2.07,1.81,2.33,1.89,1.85,1.86,-1.35,1.51,1.48,1.36,0.86,1.21,2.11,1.45,0.91,1.24,1.43,1.49,1.39,1.41,1.44,1.34,1.22,1.26,1.28,Upgrade
EPS (Diluted),2.40,2.08,2.47,2.57,2.73,2.21,2.27,2.80,2.74,1.77,1.30,0.29,0.41,2.04,2.08,2.07,1.80,2.33,1.88,1.84,1.86,-1.34,1.51,1.47,1.35,0.86,1.20,2.10,1.45,0.91,1.24,1.42,1.48,1.40,1.40,1.43,1.33,1.21,1.25,1.27,Upgrade
EPS Growth,-12.09%,-5.88%,8.81%,-8.21%,-0.36%,24.86%,74.62%,865.52%,568.29%,-13.24%,-37.50%,-85.99%,-77.22%,-12.45%,10.64%,12.50%,-3.23%,-,24.50%,25.17%,37.78%,-,25.83%,-30.00%,-6.90%,-5.49%,-3.23%,47.89%,-2.03%,-35.00%,-11.43%,-0.70%,11.28%,15.70%,12.00%,12.60%,15.65%,108.62%,14.68%,10.43%,Upgrade
Free Cash Flow Per Share,-0.99,10.54,5.43,5.06,4.54,5.75,4.71,3.61,2.44,3.81,2.27,2.21,-3.17,3.34,-1.72,2.92,9.75,-1.98,5.54,3.18,2.13,5.33,4.58,3.22,0.98,3.15,1.55,0.34,2.32,2.42,3.27,1.81,1.83,1.97,3.26,1.22,2.89,-0.03,-2.04,2.21,Upgrade
