Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.57,0.49,0.2,0.36,0.49,0,0,-0,0
Operating Expenses,0.57,0.49,0.2,0.36,0.49,0,0,-0,0
Operating Income,-0.57,-0.49,-0.2,-0.36,-0.49,-0,0,0,-0
Other Expense / Income,-2.08,-1.65,-1.21,-1.05,-3.02,-0,-,-0,-
Pretax Income,1.51,1.16,1,0.69,2.53,-0,0,0,-0
Income Tax,0.39,0.3,0.16,0.03,0,0,0,0,0
Net Income,1.12,0.86,0.85,0.66,2.53,-0,0,0,-0
Net Income Growth,-55.74%,-,-,21888600.00%,-,-,-,-,-
Shares Outstanding (Basic),22,22,22,22,19,4,4,4,4
Shares Outstanding (Diluted),22,22,22,22,19,4,4,4,4
Shares Change,13.07%,475.18%,475.00%,475.00%,408.56%,-,-,-,-
EPS (Basic),0.05,0.05,0.04,0.03,0.13,-,-,-,-
EPS (Diluted),0.05,0.05,0.04,0.03,0.13,-,-,-,-
EPS Growth,-61.54%,-,-,-,-,-,-,-,-
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.04,-,-,-,-
Effective Tax Rate,25.72%,26.00%,15.64%,4.56%,-,-,-,-,-
EBITDA,1.51,1.16,1,0.69,2.53,-0,0,0,-0
EBIT,1.51,1.16,1,0.69,2.53,-0,0,0,-0
