Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2021-01-06
"Selling, General & Admin",0.42,1.54,1.62,0.28,0.21,0.25,0.33,0.04,0
Other Operating Expenses,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Operating Expenses,0.47,1.59,1.67,0.33,0.26,0.3,0.38,0.09,0
Operating Income,-0.47,-1.59,-1.67,-0.33,-0.26,-0.3,-0.38,-0.09,-0
Other Expense / Income,-0.81,3.32,-2.4,-5.35,-0.37,-3.33,-1.03,0.21,-
Pretax Income,0.35,-4.91,0.73,5.02,0.11,3.03,0.66,-0.3,-0
Income Tax,0.38,0.2,0.01,0,0,0,0,0,0
Net Income,-0.03,-5.12,0.72,5.02,0.11,3.03,0.66,-0.3,-0
Net Income Growth,-,-,8.81%,-,-,-,-,-,-
Shares Outstanding (Basic),28,28,28,28,27,28,28,9,5
Shares Outstanding (Diluted),28,28,28,28,27,28,28,9,5
Shares Change,3.09%,-,-,225.73%,439.18%,-,-,-,-
EPS (Basic),-,-0.18,0.03,0.18,-0.01,0.11,0.02,-0.04,-
EPS (Diluted),-,-0.18,0.03,0.18,-,0.11,0.02,-0.04,-
EPS Growth,-,-,50.00%,-,-,-,-,-,-
Free Cash Flow Per Share,-0.03,-0.01,-0.02,-0.01,-0.01,-0.00,-0.00,-0.08,-
Effective Tax Rate,108.27%,-,1.79%,-,-,-,-,-,-
EBITDA,0.35,-4.91,0.73,5.02,0.11,3.03,0.66,-0.3,-0
EBIT,0.35,-4.91,0.73,5.02,0.11,3.03,0.66,-0.3,-0
