Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.45,0.4,0.43,0.53,0.61,0.57,0,0
Operating Expenses,0.45,0.4,0.43,0.53,0.61,0.57,0,0
Operating Income,-0.45,-0.4,-0.43,-0.53,-0.61,-0.57,0,-0
Other Expense / Income,-4.08,-2.41,-0.58,-0.14,-0.09,-0.03,-,-
Pretax Income,3.63,2.01,0.15,-0.39,-0.52,-0.54,0,-0
Income Tax,0.85,0.53,0.09,0,0,0,0,0
Net Income,2.79,1.47,0.05,-0.39,-0.52,-0.54,0,-0
Shares Outstanding (Basic),64,64,64,64,41,58,14,10
Shares Outstanding (Diluted),64,64,64,64,41,58,14,10
Shares Change,54.98%,11.06%,358.42%,539.50%,-,-,-,-
EPS (Basic),0.04,0.02,-,-0.01,-0.01,-0.01,-,-
EPS (Diluted),0.04,0.02,-,-0.01,-0.01,-0.01,-,-
Free Cash Flow Per Share,-0.00,-0.01,-0.00,-0.00,-,-0.03,-,-
Effective Tax Rate,23.33%,26.61%,62.89%,-,-,-,-,-
EBITDA,3.63,2.01,0.15,-0.39,-,-0.54,0,-0
EBIT,3.63,2.01,0.15,-0.39,-0.52,-0.54,0,-0
