Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.48,0.24,0.25,0.24,0.51,0.07,0,0,0
Operating Expenses,0.48,0.24,0.25,0.24,0.51,0.07,0,0,0
Operating Income,-0.48,-0.24,-0.25,-0.24,-0.51,-0.07,-0,-0,-0
Other Expense / Income,-1.42,-0.8,-0.26,-0.03,-0.01,-0.01,-,-,-
Pretax Income,0.94,0.55,0.02,-0.21,-0.5,-0.06,-0,-0,-0
Income Tax,0.29,0.17,0,0,0,0,0,0,0
Net Income,0.65,0.38,0.02,-0.21,-0.5,-0.06,-0,-0,-0
Shares Outstanding (Basic),22,22,22,22,10,10,4,4,4
Shares Outstanding (Diluted),22,22,22,22,10,10,4,4,4
Shares Change,118.54%,120.07%,405.29%,408.74%,158.79%,-,-,-,-
EPS (Basic),0.03,0.02,-,-0.01,-0.04,-0.01,-,-,-
EPS (Diluted),0.03,0.02,-,-0.01,-0.04,-0.01,-,-,-
Free Cash Flow Per Share,-0.00,-0.01,-0.00,-0.01,-0.01,-0.09,-,-,-
Effective Tax Rate,30.80%,31.43%,-,-,-,-,-,-,-
EBITDA,0.94,0.55,0.02,-0.21,-0.5,-0.06,-0,-0,-0
EBIT,0.94,0.55,0.02,-0.21,-0.5,-0.06,-0,-0,-0
