Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.87,0.46,0.45,0.38,0.49,0.1,0,0
Operating Expenses,0.87,0.46,0.45,0.38,0.49,0.1,0,0
Operating Income,-0.87,-0.46,-0.45,-0.38,-0.49,-0.1,0,0
Other Expense / Income,-2.7,-2.12,-1.13,-0.34,-0.03,-0,-,-
Pretax Income,1.82,1.66,0.69,-0.04,-0.46,-0.1,0,0
Income Tax,0.56,0.46,0.22,0.04,0,0,0,0
Net Income,1.27,1.2,0.47,-0.09,-0.46,-0.1,0,0
Shares Outstanding (Basic),34,34,34,34,34,6,8,8
Shares Outstanding (Diluted),34,34,34,34,34,6,8,8
Shares Change,1.81%,474.75%,351.65%,351.65%,-,-,-,-
EPS (Basic),0.04,0.03,0.01,-,-0.01,-0.02,-,-
EPS (Diluted),0.04,0.03,0.01,-,-0.01,-0.02,-,-
Free Cash Flow Per Share,-0.03,-0.02,-0.01,-0.01,-0.01,-0.10,-,-
Effective Tax Rate,30.48%,27.79%,31.97%,-,-,-,-,-
EBITDA,1.82,1.66,0.69,-0.04,-0.46,-0.1,0,0
EBIT,1.82,1.66,0.69,-0.04,-0.46,-0.1,0,0
