Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.78,0.5,1.64,0.38,0.21,0.51,0.29,0,0
Operating Expenses,0.78,0.5,1.64,0.38,0.21,0.51,0.29,0,0
Operating Income,-0.78,-0.5,-1.64,-0.38,-0.21,-0.51,-0.29,0,-0
Other Expense / Income,-2.43,-1.31,-0.89,-6.17,0.81,-5.81,0.23,-,-
Pretax Income,1.65,0.81,-0.74,5.78,-1.02,5.3,-0.53,0,-0
Income Tax,0.24,0.29,0,0,0,0,0,0,0
Net Income,1.4,0.52,-0.74,5.78,-1.02,5.3,-0.53,0,-0
Net Income Growth,-,-90.15%,-,-,-,-,-,-,-
Shares Outstanding (Basic),28,29,29,29,20,29,17,6,6
Shares Outstanding (Diluted),28,29,29,29,20,29,17,6,6
Shares Change,40.10%,-,73.00%,400.00%,248.77%,-,-,-,-
EPS (Basic),0.05,0.02,-0.03,0.20,-0.09,0.18,-0.03,-,-
EPS (Diluted),0.05,0.02,-0.03,0.20,-0.09,0.18,-0.03,-,-
EPS Growth,-,-88.89%,-,-,-,-,-,-,-
Free Cash Flow Per Share,-0.02,-0.01,-0.05,-0.01,-0.00,-0.00,-0.02,-,-
Effective Tax Rate,14.87%,35.41%,-,-,-,-,-,-,-
EBITDA,1.65,0.81,-0.74,5.78,-1.02,5.3,-0.53,0,-0
EBIT,1.65,0.81,-0.74,5.78,-1.02,5.3,-0.53,0,-0
