Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,15.86,15.4,14.53,13.25,13.05,12.98,13.12,12.64,14.14,13.06,11.83,12.13,11.4,12.42,12.29,11.32,11.55,10.92,11.14,11.28,10.36,9.7,9.61,10.48,9.65,9.51,10.23,8.89,10.16,9.23,9.97,9.97,9.61,10.19,9.32,9.63,9.35,9.03,9.02,9.28,Upgrade
Revenue Growth (YoY),21.51%,18.66%,10.76%,4.80%,-7.70%,-0.64%,10.97%,4.23%,24.08%,5.15%,-3.78%,7.19%,-1.32%,13.74%,10.32%,0.37%,11.46%,12.57%,15.91%,7.60%,7.38%,2.04%,-6.06%,17.89%,-5.03%,3.03%,2.64%,-10.81%,5.70%,-9.43%,6.93%,3.52%,2.85%,12.85%,3.38%,3.69%,0.65%,-7.79%,-8.93%,-4.23%,Upgrade
Gross Profit,15.86,15.4,14.53,13.25,13.05,12.98,13.12,12.64,14.14,13.06,11.83,12.13,11.4,12.42,12.29,11.32,11.55,10.92,11.14,11.28,10.36,9.7,9.61,10.48,9.65,9.51,10.23,8.89,10.16,9.23,9.97,9.97,9.61,10.19,9.32,9.63,9.35,9.03,9.02,9.28,Upgrade
"Selling, General & Admin",10.08,10.01,9.58,9.25,9.03,9.04,9.16,8.81,8.69,9.73,9.12,7.62,8.41,8.6,8.25,8.13,7.8,7.7,7.82,8.14,7.63,7.28,7.16,7.72,7.34,5.49,7.72,7.52,7.62,6.2,7.99,7.45,7.25,7.28,7.71,7.71,7.36,6.9,6.95,7.26,Upgrade
Other Operating Expenses,2.08,2.27,1.99,1.84,1.68,2.09,1.77,1.73,1.87,2.29,1.54,1.58,1.62,1.54,1.44,1.38,1.49,1.74,1.61,2.08,1.79,5.4,1.75,1.55,1.37,3.08,0.97,0.96,1.08,2.96,1.16,1.05,1.04,1.44,1.01,0.76,0.91,2.16,0.83,0.79,Upgrade
Operating Expenses,12.17,12.29,11.57,11.09,10.71,11.13,10.93,10.54,10.56,12.02,10.66,9.2,10.03,10.14,9.7,9.51,9.29,9.44,9.43,10.22,9.42,12.68,8.91,9.27,8.71,8.57,8.69,8.49,8.7,9.15,9.15,8.49,8.29,8.72,8.72,8.47,8.26,9.05,7.78,8.05,Upgrade
Operating Income,3.69,3.11,2.97,2.16,2.34,1.85,2.19,2.11,3.58,1.05,1.16,2.93,1.37,2.28,2.59,1.81,2.26,1.48,1.71,1.06,0.95,-2.98,0.7,1.21,0.94,0.94,1.54,0.4,1.46,0.07,0.82,1.47,1.33,1.47,0.6,1.16,1.08,-0.03,1.24,1.23,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,3.69,3.11,2.97,2.16,2.34,1.85,2.19,2.11,3.58,0.46,1.16,2.93,1.37,2.28,2.59,1.81,2.26,1.48,1.71,1.06,0.95,-2.98,0.7,1.21,0.94,0.94,1.54,0.4,1.07,0.07,0.82,1.47,1.33,1.47,0.6,1.16,1.08,-0.03,1.24,1.23,Upgrade
Income Tax,0.61,0.47,0.43,0.27,0.31,0.17,0.29,0.27,0.57,-0.09,0.06,0.43,0.12,0.31,0.36,0.18,0.23,0.1,0.12,0.07,0,-0.09,-0.06,0.05,0,0.05,0.21,-0.15,0.05,-0.24,-0.02,0.19,0.12,0.12,-0.09,0.06,0.11,-0.24,0.2,0.22,Upgrade
