Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2021-01-20
"Selling, General & Admin",1.53,0.61,0.22,0.28,0.2,0.11,0.16,0.02,0
Other Operating Expenses,0.05,0.05,0.05,0.05,0.19,0,0,0,0
Operating Expenses,1.58,0.66,0.27,0.33,0.39,0.11,0.16,0.02,0
Operating Income,-1.58,-0.66,-0.27,-0.33,-0.39,-0.11,-0.16,-0.02,-0
Other Expense / Income,-1.08,-0.59,-0.2,-0.09,-0.06,-0.05,0.02,-0,-
Pretax Income,-0.49,-0.07,-0.07,-0.24,-0.34,-0.06,-0.18,-0.02,-0
Income Tax,0.32,0.09,0,0,0,0,0,0,0
Net Income,-0.82,-0.16,-0.07,-0.24,-0.34,-0.06,-0.18,-0.02,-0
Shares Outstanding (Basic),17,17,17,17,17,17,17,5,4
Shares Outstanding (Diluted),17,17,17,17,17,17,17,5,4
Shares Change,0.71%,-,-,219.90%,313.62%,-,-,-,-
EPS (Basic),-0.05,-0.01,-,-0.01,-0.02,-,-0.01,-,-
EPS (Diluted),-0.05,-0.01,-,-0.01,-0.02,-,-0.01,-,-
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.03,-0.00,-0.00,-0.01,-0.08,-
EBITDA,-0.49,-0.07,-0.07,-0.24,-0.34,-0.06,-0.18,-0.02,-0
EBIT,-0.49,-0.07,-0.07,-0.24,-0.34,-0.06,-0.18,-0.02,-0
