Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",0.42,0.72,0.27,0.18,0.14,0.08,0.02,0.06,0
Operating Expenses,0.42,0.72,0.27,0.18,0.14,0.08,0.02,0.06,0
Operating Income,-0.42,-0.72,-0.27,-0.18,-0.14,-0.08,-0.02,-0.06,0
Other Expense / Income,-1.06,-0.55,-0.12,0.01,-0,-,-,-,-
Pretax Income,0.65,-0.17,-0.15,-0.18,-0.14,-0.08,-0.02,-0.06,0
Income Tax,0.07,0,0,0,0,0,0,0,0
Net Income,0.58,-0.17,-0.15,-0.18,-0.14,-0.08,-0.02,-0.06,0
Shares Outstanding (Basic),3,16,16,9,3,3,3,3,3
Shares Outstanding (Diluted),3,16,16,9,3,3,3,3,3
Shares Change,-8.79%,419.63%,419.63%,217.84%,15.00%,-,-,-,-
EPS (Basic),0.04,-0.01,-0.01,0.03,-0.04,-,-,-,-
EPS (Diluted),0.04,-0.01,-0.01,0.03,-0.04,-,-,-,-
Free Cash Flow Per Share,-0.11,-0.01,-0.01,-0.01,-0.13,-0.05,-0.00,-0.01,-
Effective Tax Rate,10.59%,-,-,-,-,-,-,-,-
EBITDA,0.65,-0.17,-0.15,-0.18,-0.14,-0.08,-0.02,-0.06,-
EBIT,0.65,-0.17,-0.15,-0.18,-0.14,-0.08,-0.02,-0.06,0
