Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Revenue,42.36,43.95,41.98,39.04,36.22,36.24,35.54,32.05,31.88,31.48,27.53,26.41,22.19,23.26,22.61,28.83,21.9,21.79,20.39,20.5,17.58,16.48,12.14,11.2,10.75,10.63,10.61,10.36,10.06,10.13,6.57,4.63,4.98,4.83,5.45,3.75,3.97,4.36,4.16,4.35,Upgrade
Revenue Growth (YoY),16.93%,21.28%,18.13%,21.83%,13.61%,15.11%,29.10%,21.35%,43.69%,35.35%,21.75%,-8.39%,1.33%,6.76%,10.90%,40.62%,24.58%,32.20%,67.93%,82.97%,63.51%,54.99%,14.45%,8.19%,6.81%,4.92%,61.49%,123.60%,102.01%,109.95%,20.49%,23.47%,25.57%,10.76%,31.00%,-13.85%,7.33%,8.84%,11.82%,13.02%,Upgrade
Gross Profit,42.36,43.95,41.98,39.04,36.22,36.24,35.54,32.05,31.88,31.48,27.53,26.41,22.19,23.26,22.61,28.83,21.9,21.79,20.39,20.5,17.58,16.48,12.14,11.2,10.75,10.63,10.61,10.36,10.06,10.13,6.57,4.63,4.98,4.83,5.45,3.75,3.97,4.36,4.16,4.35,Upgrade
"Selling, General & Admin",23.28,22.79,22.47,21.27,21.3,20.76,18.93,17.09,15.42,15.92,15.2,14.58,13.83,13.37,11.82,11.97,11.61,16.85,10.93,10.57,11.77,10.08,8.68,7.96,7.64,7.5,7.47,7.85,7.38,7.46,6,4,3.94,3.48,4.14,2.85,2.8,2.85,2.92,2.74,Upgrade
Other Operating Expenses,4.25,4.63,4.76,4.66,4.42,7.06,4.38,3.71,4.04,4.03,3.97,4.23,4.96,2.68,2.89,4.84,3.97,-1.19,3.83,4.7,1.46,2.48,0.89,0.87,0.52,0.52,0.58,0.62,0.57,0.59,0.49,0.34,0.34,0.79,0.17,0.24,0.5,0.85,0.54,0.96,Upgrade
Operating Expenses,27.53,27.42,27.23,25.93,25.72,27.82,23.31,20.8,19.46,19.95,19.17,18.81,18.79,16.05,14.71,16.81,15.58,15.66,14.76,15.27,13.22,12.57,9.57,8.83,8.16,8.03,8.05,8.47,7.95,8.05,6.49,4.34,4.28,4.27,4.31,3.08,3.3,3.7,3.46,3.7,Upgrade
Operating Income,14.83,16.53,14.75,13.12,10.51,8.42,12.23,11.25,12.42,11.53,8.36,7.6,3.4,7.21,7.9,12.02,6.32,6.13,5.63,5.23,4.36,3.91,2.57,2.37,2.59,2.61,2.56,1.88,2.11,2.08,0.08,0.29,0.7,0.55,1.15,0.67,0.67,0.65,0.7,0.65,Upgrade
Pretax Income,14.83,16.53,14.75,13.12,10.51,8.42,12.23,11.25,12.42,11.53,8.36,7.6,3.4,7.21,7.9,12.02,6.32,6.13,5.63,5.23,4.36,3.91,2.57,2.37,2.59,2.61,2.56,1.88,2.11,2.08,0.08,0.29,0.7,0.55,1.15,0.67,0.67,0.65,0.7,0.65,Upgrade
Income Tax,3.33,3.53,3.21,2.9,2.25,1.76,2.63,2.47,2.66,2.5,1.97,1.43,0.66,0.47,1.94,2.9,1.59,-0.31,1.31,1.3,0.94,3.88,0.88,0.73,0.95,0.96,0.95,0.69,0.76,0.9,0.15,0.22,0.36,0.2,0.44,0.26,0.25,0.25,0.27,0.26,Upgrade
Net Income,11.5,13,11.54,10.22,8.26,6.66,9.6,8.78,9.76,9.03,6.4,6.17,2.73,6.73,5.96,9.12,4.73,6.43,4.32,3.93,3.41,0.04,1.68,1.65,1.64,1.65,1.61,1.19,1.35,1.18,-0.08,0.07,0.34,0.36,0.71,0.41,0.41,0.4,0.43,0.4,Upgrade
