Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.03,0.28,0.26,0.53,0.17,0,0
Operating Expenses,0.03,0.28,0.26,0.53,0.17,0,0
Operating Income,-0.03,-0.28,-0.26,-0.53,-0.17,0,-0
Other Expense / Income,-1.85,-0.96,-0.16,-0.09,-0.07,-,-
Pretax Income,1.82,0.68,-0.1,-0.44,-0.1,0,-0
Net Income,1.82,0.68,-0.1,-0.44,-0.1,0,-0
Shares Outstanding (Basic),27,27,27,27,7,6,6
Shares Outstanding (Diluted),27,27,27,27,7,6,6
Shares Change,263.63%,329.79%,329.79%,-,-,-,-
EPS (Basic),0.06,0.03,-,-0.02,-0.02,-,-
EPS (Diluted),0.06,0.03,-,-0.02,-0.02,-,-
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.00,-,-
EBITDA,1.82,0.68,-0.1,-0.44,-0.1,0,-0
EBIT,1.82,0.68,-0.1,-0.44,-0.1,0,-0
