Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.26,1.11,-0.16,-0.14,0.17,0,0,0
Other Operating Expenses,0.05,0.34,-0.05,-0.05,0.05,0,0,0
Operating Expenses,0.31,1.45,-0.21,-0.19,0.22,0,0,0
Operating Income,-0.31,-1.45,0.21,0.19,-0.22,-0,0,0
Interest Expense / Income,0,0,0,0,0,0,0,0
Other Expense / Income,-1.09,-2.05,-0.07,-0.3,-0.03,-0,0,0
Pretax Income,0.79,0.6,0.28,0.49,-0.18,-0,-0,-0
Income Tax,0.34,0.18,0.15,0,0,0,0,0
Net Income,0.45,0.42,0.13,0.49,-0.18,-0,-0,-0
Shares Outstanding (Basic),13,13,13,13,7,3,3,3
Shares Outstanding (Diluted),13,13,13,13,7,3,3,3
Shares Change,67.90%,400.37%,400.00%,400.00%,-,-,-,-
EPS (Basic),0.04,0.04,0.01,0.04,-0.02,-,-,-
EPS (Diluted),0.04,0.04,0.01,0.04,-0.02,-,-,-
Free Cash Flow Per Share,-0.05,-0.01,-0.01,-0.04,-0.02,-,-,-
Effective Tax Rate,43.31%,29.77%,52.88%,-,-,-,-,-
EBITDA,0.79,0.6,0.28,0.49,-0.18,-0,-0,-0
EBIT,0.79,0.6,0.28,0.49,-0.18,-0,-0,-0
