Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"1,927.2","1,967.1","1,939","2,031.3","2,081","2,224","2,181","2,172.9","2,076.5","1,995.1","1,705","1,161.1","1,311.2","1,389.2","1,347.4","1,476.7","1,433.8","1,411.5","1,412.6","1,558.6","1,617.8","1,615.5","1,616.9","1,613.9","1,600.6","1,560.8","1,611.8","1,634.3","1,613.9","1,758","1,873.8","2,000.8","2,009.8","2,064.3","2,155.5","2,130.5","2,095.9","2,109.5","1,984.8","2,084.8",Upgrade
Revenue Growth (YoY),-7.39%,-11.55%,-11.10%,-6.52%,0.22%,11.47%,27.92%,87.14%,58.37%,43.62%,26.54%,-21.37%,-8.55%,-1.58%,-4.62%,-5.25%,-11.37%,-12.63%,-12.64%,-3.43%,1.07%,3.50%,0.32%,-1.25%,-0.82%,-11.22%,-13.98%,-18.32%,-19.70%,-14.84%,-13.07%,-6.09%,-4.11%,-2.14%,8.60%,2.19%,4.09%,10.92%,9.28%,16.89%,Upgrade
Gross Profit,"1,927.2","1,967.1","1,939","2,031.3","2,081","2,224","2,181","2,172.9","2,076.5","1,995.1","1,705","1,161.1","1,311.2","1,389.2","1,347.4","1,476.7","1,433.8","1,411.5","1,412.6","1,558.6","1,617.8","1,615.5","1,616.9","1,613.9","1,600.6","1,560.8","1,611.8","1,634.3","1,613.9","1,758","1,873.8","2,000.8","2,009.8","2,064.3","2,155.5","2,130.5","2,095.9","2,109.5","1,984.8","2,084.8",Upgrade
"Selling, General & Admin","1,586.1","1,689.9","1,509","1,544.8","1,557.6","1,608","1,591.6","1,636.8","1,562.3","1,527.8","1,561.3",923.9,966.9,"1,011.5","1,031.7","1,101.8","1,054.3","1,000","1,022.5","1,055.5","1,062.1","1,034.4","1,059.2","1,049.7","1,045.1",973.9,"1,032.4","1,038.9","1,076.6","1,104.4","1,155.7","1,231","1,252.1","1,282.3","1,320.2","1,343.7","1,309.9","1,296.4","1,249.7","1,313.1",Upgrade
Other Operating Expenses,86,83.2,81.5,81.8,60.4,58.3,57.9,58,57.9,58.2,40.1,4.7,4.4,4.8,14.7,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,"1,672.1","1,773.1","1,590.5","1,626.6","1,618","1,666.3","1,649.5","1,694.8","1,620.2","1,586","1,601.4",928.6,971.3,"1,016.3","1,046.4","1,101.8","1,054.3","1,000","1,024.3","1,055.5","1,062.1","1,034.4","1,059.2","1,049.7","1,045.1",973.9,"1,032.4","1,038.9","1,076.6","1,104.4","1,155.7","1,231","1,252.1","1,282.3","1,320.2","1,343.7","1,309.9","1,296.4","1,249.7","1,313.1",Upgrade
Operating Income,255.1,194,348.5,404.7,463,557.7,531.5,478.1,456.3,409.1,103.6,232.5,339.9,372.9,301,374.9,379.5,411.5,388.3,503.1,555.7,581.1,557.7,564.2,555.5,586.9,579.4,595.4,537.3,653.6,718.1,769.8,757.7,782,835.3,786.8,786,813.1,735.1,771.7,Upgrade
Interest Expense / Income,33.5,30.9,27.1,28.9,22.9,19.3,14.1,25.7,15.9,29.7,18.4,5.2,3.7,6.1,4.7,5.6,5.7,6.4,3.4,22.1,10,10.8,12.7,12.9,12.6,13.3,13.4,12.3,12.2,12,12.9,13.7,1.7,11.3,12.5,10.9,11.4,12.6,11.5,10,Upgrade
Other Expense / Income,-65.5,-62.8,40.2,29.9,-16.6,-65.9,-143.5,-69.8,-69.5,-108.4,-66.8,-79.2,213,-81.2,-96.6,-35.5,-104.6,43.2,-124.6,-12.8,-47.7,-69.9,-62.1,-43.4,-70.3,-67.5,-69.4,-50.7,-17,-15.9,132.8,34.5,-86.5,-51.8,-72.8,-54.4,-25.2,-56,1.6,-0.5,Upgrade
Pretax Income,287.1,225.9,281.2,345.9,456.7,604.3,660.9,522.2,509.9,487.8,152,306.5,123.2,448,392.9,404.8,478.4,361.9,509.5,493.8,593.4,640.2,607.1,594.7,613.2,641.1,635.4,633.8,542.1,657.5,572.4,721.6,842.5,822.5,895.6,830.3,799.8,856.5,722,762.2,Upgrade
