Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.21,-0.15,0.36,0.25,0.13,-,0,0
Other Operating Expenses,0.17,0.52,0.05,-0.05,0.21,0,0,0
Operating Expenses,0.38,0.36,0.41,0.2,0.34,-,0,0
Operating Income,-0.38,-0.36,-0.41,-0.2,-0.34,-,0,0
Other Expense / Income,-1.89,-1.39,-0.69,-0,-0,-,-,-
Pretax Income,1.51,1.03,0.28,-0.2,-0.34,-,0,0
Income Tax,0.57,0.42,-0.04,0,0,-,0,0
Net Income,0.94,0.61,0.32,-0.2,-0.34,-,0,0
Shares Outstanding (Basic),22,22,22,22,22,5,4,4
Shares Outstanding (Diluted),22,22,22,22,22,-,4,4
Shares Change,-,309.09%,475.00%,475.00%,-,-,-,-
EPS (Basic),0.04,0.03,0.01,-0.01,-0.02,-,-,-
EPS (Diluted),0.04,0.03,0.01,-0.01,-0.02,-,-,-
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.02,-0.04,-0.01,-,-
Effective Tax Rate,37.67%,40.93%,-15.12%,-,-,-,-,-
EBITDA,1.51,1.03,0.28,-0.2,-0.34,-,-,-
EBIT,1.51,1.03,0.28,-0.2,-0.34,-,0,0
